LICENSE,NAME,ADDRESS,CITY,ST,ZIP,COUNTY,OWNER,OPR FNAME,OPR LNAME,TELEPHONE
KY22002184,BAPTIST HEALTH URGENT CARE MADISONVILLE,1851 NORTH MAIN STREET,MADISONVILLE,KY,42431,HOPKINS,,,,(270) 643-4712
KY22001255,BAPTIST HEALTH WOMEN'S CARE,"1700 NICHOLASVILLE ROAD, SUITE 704",LEXINGTON,KY,40503,FAYETTE,,,,(859) 278-0363
KY22003263,BAPTIST HEALTH WOMENS CARE MADISONVILLE,800 HOSPITAL DRIVE,MADISONVILLE,KY,42431,HOPKINS,,,,(270) 326-3800
KY22029160,BAPTIST HEALTH-LOUISVILLE OB/GYN,4001 KRESGE WAY,LOUISVILLE,KY,40207,JEFFERSON,,,,(502) 893-6777
KY22001566,BAPTIST HEALTHCARE AFFILIATES D/B/A BAPTIST HEALTH,"4003 KRESGE WAY, SUITE 500",ST MATTHEWS,KY,40207,JEFFERSON,,,,(502) 897-1166
KY22004823,BAPTIST INTERNAL MEDICINE & ENDOCRINOLOGY AT,"3084 LAKECREST CIRCLE, SUITE 100",LEXINGTON,KY,40513,FAYETTE,,,,(859) 219-6440
KY22007606,BAPTIST INTERNAL MEDICINE & PEDIATRICS AT,100 PROVIDENCE WAY,NICHOLASVILLE,KY,40356,JESSAMINE,,,,(859) 260-4342
KY22003031,BAPTIST MEDICAL ASSOCIATES,6580 KENWOOD CROSSING ROAD,CRESTWOOD,KY,40014,OLDHAM,,,,(502) 243-3161
KY22002183,BAPTIST MEDICAL ASSOCIATES,"4003 KRESGE WAY, SUITE 228",LOUISVILLE,KY,40207,JEFFERSON,,,,(502) 893-5100
KY22013417,BAPTIST MEDICAL ASSOCIATES,"1023 NEW MOODY LANE, SUITE 201",LA GRANGE,KY,40031,OLDHAM,,,,(502) 225-5520
KY22003162,BAPTIST MEDICAL ASSOCIATES,1603 STEVENS AVENUE,LOUISVILLE,KY,40205,JEFFERSON,,,,(502) 451-5955
KY22018849,BAPTIST MEDICAL ASSOCIATES,"2400 EAST POINTE PARKWAY, SUITE 450",LOUISVILLE,KY,40223,JEFFERSON,,,,(502) 244-6899
KY22007326,BAPTIST MEDICAL ASSOCIATES,"3950 KRESGE WAY, SUITE 303",LOUISVILLE,KY,40207,JEFFERSON,,,,(502) 896-1880
KY22018271,BAPTIST MEDICAL ASSOCIATES,"4002 KRESGE WAY, SUITE 124",LOUISVILLE,KY,40207,JEFFERSON,,,,(502) 259-3341
KY22004941,"BAPTIST MEDICAL ASSOCIATES, INC","3900 KRESGE WAY, SUITE 54",LOUISVILLE,KY,40207,JEFFERSON,,,,(502) 896-6696
KY22003185,"BAPTIST MEDICAL ASSOCIATES, INC",11600 MAIN STREET,LOUISVILLE,KY,40243,JEFFERSON,,,,(502) 245-4168
KY22016919,BAPTIST MEDICAL ASSOCIATES- SPORTS MEDICINE,"2400 EASTPOINT PARKWAY, SUITE 110",LOUISVILLE,KY,40223,JEFFERSON,,,,(502) 532-6689
KY22002157,BAPTIST OB/GYN ASSOCIATES,140 STONESCREST ROAD,SHELBYVILLE,KY,40065,SHELBY,,,,(502) 259-3627
KY22012246,BAPTIST PHYSICIANS LEXINGTON,"107 MERIDIAN WAY, SUITE 200",RICHMOND,KY,40475,MADISON,,,,(859) 260-4390
KY22003413,BAPTIST PRIMARY CARE OF WILLIAMSBURG,403 EAST SYCAMORE STREET,WILLIAMSBURG,KY,40769,WHITLEY,,,,(606) 549-8244
18D0709371,BAPTIST PULMONARY & CRITICAL CARE ASSOCIATES,166 PASADENA DRIVE,LEXINGTON,KY,40503,FAYETTE,,JOHN,HARRISON,(859) 278-0319
KY22007086,BAPTIST URGENT CARE - MIDDLETOWN,12010 SHELBYVILLE ROAD SUITE 500,LOUISVILLE,KY,40243,JEFFERSON,,,,(502) 238-2800
KY22000146,BAPTIST URGENT CARE - WESTPORT,3215 WESTPORT GREEN PLACE,LOUISVILLE,KY,40241,JEFFERSON,,,,(502) 412-1112
KY22003005,BAPTISTWORX,ATTN CHARLOTTE THARP,LOUISVILLE,KY,40258,JEFFERSON,,,,(502) 835-9970
KY22020016,"BARBARA BOWERS, MD, PLLC",1130 LONE OAK ROAD,PADUCAH,KY,42003,MCCRACKEN,,,,(270) 415-0245
KY22002217,BARBOURVILLE FAMILY HEALTH CENTER,215 N ALLISON AVENUE PO BOX 1150,BARBOURVILLE,KY,40906,KNOX,,,,(606) 546-9287
KY22001482,BARDSTOWN DERMATOLOGY PSC,114 MANOR AVENUE,BARDSTOWN,KY,40004,NELSON,,,,(502) 349-9999
KY22021215,BARDSTOWN FAMILY MEDICAL CENTER,3615 EAST JOHN ROWAN BLVD SUITE 104,BARDSTOWN,KY,40004,NELSON,,,,(502) 348-5968
KY22003151,BARDSTOWN INTERNAL MEDICINE PSC,319 CATHEDRAL MANOR,BARDSTOWN,KY,40004,NELSON,,,,(502) 348-1990
KY22007706,BARDSTOWN PEDIATRICS,118 PATRIOT DRIVE SUITE 204,BARDSTOWN,KY,40004,NELSON,,YASIR,SAIFULLAH,(502) 337-6125
18D0320367,BARDSTOWN PRIMARY CARE PLLC,201 SOUTH FIFTH STREET,BARDSTOWN,KY,40004,NELSON,,DANIEL,FINN,(270) 348-6309
KY22000651,BARDSTOWN WOMENS HEALTH CARE,"118 PATRIOT DRIVE, SUITE 202",BARDSTOWN,KY,40004,NELSON,,,,(502) 348-8100
KY22020134,BARNSTABLE BROWN DIABETES AND ENDOCRINOLOGY CENTER,"2195 HARRODSBURG ROAD, STE 125",LEXINGTON,KY,40504,FAYETTE,,,,(859) 323-2232
KY22021176,BARRETT CHIROPRATIC CENTER INC,3002 US HWY 641 NORTH,BENTON,KY,42025,MARSHALL,,,,(270) 527-7033
KY22000634,BAUTISTA MEDICAL CLINIC,161 WEST ST BOX 130,MOUNT WASHINGTON,KY,40047,BULLITT,,,,(502) 538-7425
KY22003492,"BAYES FAMILY PRACTICE, LLC",824 FM STAFFORD AVENUE,PAINTSVILLE,KY,41240,JOHNSON,,,,(606) 789-7100
18D0685733,BCHS - BAPTIST HEALTH URGENT CARE,648 UNIVERSITY SHOPPING CENTER,RICHMOND,KY,40475,MADISON,,PAULA,MAIONCHI,(859) 623-1950
KY22020415,BEACON ORTHOPAEDIC & SPORTS MEDICINE,600 RODEO DRIVE,ERLANGER,KY,41018,KENTON,,,,(859) 905-1000
KY22017816,BEATTYVILLE FAMILY MEDICAL CLINIC,1027 HIGHWAY 11 NORTH,BEATTYVILLE,KY,41311,LEE,,,,(606) 464-0061
KY22018102,BEAUMONT BEHAVIORAL HEALTH,"1030 MONARCH STREET, SUITE 100",LEXINGTON,KY,40513,FAYETTE,,,,(859) 296-3141
KY22027067,"BEAUMONT BEHAVIORAL HEALTH, PSC",161 PROSPEROUS PLACE,LEXINGTON,KY,40509,FAYETTE,,,,(859) 296-3144
KY22003501,BEAUMONT MEDICAL CENTER,"1000 MONARCH STREET, SUITE 210",LEXINGTON,KY,40513,FAYETTE,,,,(859) 223-0007
KY22029132,BEBOUT FAMILY MEDICINE,332 NORTH COURT STREET,MORGANFIELD,KY,42437,UNION,,,,(270) 997-4040
KY22001973,"BELL CLINIC, PLLC",105 ELK FORK ROAD,ELKTON,KY,42220,TODD,,,,(502) 265-2574
KY22002481,BELLEFONTE CANCER CENTER,122 ST CHRISTOPHER DR,ASHLAND,KY,41101,BOYD,,,,(606) 836-0202
KY22022944,BELLEFONTE DIGESTIVE DISEASE CENTER,"1101 ST CHRISTOPHER DRIVE, STE 303",ASHLAND,KY,41101,BOYD,,,,(606) 833-6350
KY22013660,BELLEFONTE FOOT CARE,BELLEFONTE CENTER SUITE 105,ASHLAND,KY,41101,BOYD,,,,(606) 833-6260
KY22022886,BELLEFONTE MEDICAL CENTER,401 US 23,GREENUP,KY,41144,GREENUP,,,,(606) 473-1501
KY22022700,BELLEFONTE ONCOLOGY ASSOCIATES,300 ST CHRISTOPHER DRIVE,ASHLAND,KY,41101,BOYD,,,,(606) 833-6762
KY22021917,BELLEFONTE PEDIATRICS - ASHLAND,2910 CARTER AVE,ASHLAND,KY,41101,BOYD,,,,(606) 324-7337
KY22002034,BELLEFONTE PEDIATRICS RUSSELL,1061 KENWOOD,RUSSELL,KY,41169,GREENUP,,,,(606) 833-6750
KY22003127,BELLEFONTE PHYSICIAN SERVICES,"903 BELLEFONTE ROAD, SUITE B",FLATWOODS,KY,41139,GREENUP,,,,(606) 836-0165
KY22001340,BELLEFONTE PHYSICIAN SERVICES INC,800 ST CHRISTOPHER DRIVE,ASHLAND,KY,41101,BOYD,,,,(606) 836-9613
KY22000382,"BELLEFONTE PRIMARY CARE, FLATWOODS",2420 ARGILLITE ROAD,FLATWOODS,KY,41139,GREENUP,,,,(606) 836-3900
KY22019833,BELLEFONTE PRIMARY CARE- GREENUP,"1629 ASHLAND ROAD, UNIT 2",GREENUP,KY,41144,GREENUP,,,,(606) 833-2177
KY22023436,BELLEFONTE PULMONARY ASSOCIATES,1150 ST CHRISTOPHER DRIVE,ASHLAND,KY,41101,BOYD,,,,(606) 833-6785
KY22013128,BELLEFONTE UROLOGICAL ASSOCIATES,1000 ASHLAND DRIVE,ASHLAND,KY,41101,BOYD,,,,(606) 833-6235
KY22002480,BELLFONTE PHYSICIAN SERVICES,2222 WINCHESTER AVE,ASHLAND,KY,41101,BOYD,,,,(606) 325-8261
KY22002112,BEREA CLINIC OF INTERNAL MEDICINE,1036 ACE DRIVE,BEREA,KY,40403,MADISON,,,,(859) 986-3124
KY22003230,BEREA PRIMARY CARE CLINIC,305 ESTILL ST,BEREA,KY,40403,MADISON,,,,(606) 986-6701
KY22001089,BEREA URGENT CARE,234 BRENWOOD DRIVE,BEREA,KY,40403,MADISON,,,,(513) 254-4269
KY22021197,BEREA WALK-IN CLINIC,245 PRINCE ROYAL DRIVE SUITE A,BEREA,KY,40403,MADISON,,,,(859) 986-0375
KY22011046,BEST CARE FAMILY PRACTICE LLC,704 COLUMBIA HWY,GREENSBURG,KY,42743,GREEN,,,,(270) 932-4284
KY22014581,BEST PRACTICE FAMILY HEALTH,850 MARTIN BOULEVARD,HAZARD,KY,41701,PERRY,,,,(606) 487-8585
KY22014580,BEST PRACTICE FAMILY HEALTH,100 CHANDLER LANE SUITE 5,MOUNT STERLING,KY,40353,MONTGOMERY,,,,(606) 874-3865
KY22014582,BEST PRACTICE FAMILY HEALTH,1358 WATERGAP RD,PRESTONSBURG,KY,41653,FLOYD,,,,(606) 874-3864
KY22003029,BEST PRACTICE FAMILY HEALTH PLLC,9 FLORA STREET,PIKEVILLE,KY,41501,PIKE,,,,(606) 432-4183
KY22029292,BETSY LAYNE PRIMARY CARE,9405 US HIGHWAY 23 S,STANVILLE,KY,41659,FLOYD,,,,(606) 899-2273
18D0685620,BEVERLY M GAINES MD & ASSOCIATES,"801 BARRET AVENUE, SUITE 314",LOUISVILLE,KY,40204,JEFFERSON,,BEVERLY,GAINES,(502) 585-2924
KY22029487,BGMG J-TOWN III PRIMARY CARE,211 HIGHPOINT CT STE 700,MOUNT WASHINGTON,KY,40047,BULLITT,,,,(502) 928-1050
KY22001020,BHMG BLUEGRASS GASTROENTEROLOGY,"2605 KENTUCKY AVE, STE 202",PADUCAH,KY,42003,MCCRACKEN,,,,(502) 442-7085
KY22022316,BHMG CALVERT CITY FAMILY PRACTICE,4754 US HIGHWAY 62,CALVERT CITY,KY,42029,MARSHALL,,,,(270) 415-7699
KY22023526,BHMG FAMILY MEDICINE,852 RIDGEWOOD DRIVE,BEREA,KY,40403,MADISON,,,,(859) 985-2656
KY22002185,BHMG FAMILY MEDICINE,605 SOUTH JEFFERSON SUITE B,PRINCETON,KY,42445,CALDWELL,,,,(270) 415-7699
KY22000240,BHMG INTERNAL MEDICINE,2101 NICHOLASVILLE RD SUITE 304,LEXINGTON,KY,40503,FAYETTE,,,,(859) 277-5771
KY22029260,BHMG INTERNAL MEDICINE,20605 KY MP3 STE 304,PADUCAH,KY,42003,MCCRACKEN,,,,(270) 415-7050
KY22029486,BHMG J-TOWN III PRIMARY CARE,10216 TAYLORSVILLE ROAD,LOUISVILLE,KY,40299,JEFFERSON,,,,(502) 928-1050
KY22003054,BHMG LAGRANGE FAMILY MEDICINE,1019 COMMERCE PARKWAY,LA GRANGE,KY,40031,OLDHAM,,,,(502) 225-9098
KY22029659,BHMG PRIMARY CARE PROSPECT,6041 TIMBER RIDGE DRIVE,PROSPECT,KY,40059,JEFFERSON,,,,(502) 928-0910
KY22029614,BHMG PRIMARY CARE SHELBYVILLE,140 STONECREST SUITE 101,SHELBYVILLE,KY,40065,SHELBY,,,,(502) 928-1060
KY22028542,BHMG PULMONARY AND CRITICAL CARE,793 EASTERN BYPASS SUITE 14,RICHMOND,KY,40475,MADISON,,,,(859) 624-6540
KY22029184,BHMG ST MATTHEWS INTERNAL MEDICINE,3950 KRESGE WAY SUITE 303,LOUISVILLE,KY,40207,JEFFERSON,,,,(502) 244-6899
KY22018329,BLOINK CHIROPRACITC,200 EAST LOCUST STREET,SCOTTSVILLE,KY,42164,ALLEN,,,,(270) 237-5070
KY22029451,BLUEGRASS BEHAVIORAL HEALTH PSC,"1939 GOLDSMITH LN, SUITE 117",LOUISVILLE,KY,40218,JEFFERSON,,,,(502) 413-6400
KY22020479,BLUEGRASS CARE CLINIC,"740 SOUTH LIMESTONE, WING D L528",LEXINGTON,KY,40536,FAYETTE,,,,(859) 257-1444
KY22003161,BLUEGRASS CLINIC LIBERTY,19 ABE'S PLAZA,LIBERTY,KY,42539,CASEY,,,,(606) 787-0014
18D0954828,"BLUEGRASS CLINIC STANFORD, PLLC",107 METKER TRAIL SUITE A,STANFORD,KY,40484,LINCOLN,,JAMES,NARENDRA,(606) 365-8338
KY22016084,"BLUEGRASS COMMUNITY RESEARCH, INC",330 WALLER AVENUE,LEXINGTON,KY,40504,FAYETTE,,,,(859) 272-1671
18D0929832,BLUEGRASS DERMATOLOGY SKIN SURGERY PSC,3475 RICHMOND ROAD SUITE 200,LEXINGTON,KY,40509,FAYETTE,,JOHN,BUKER,(859) 296-4400
KY22000764,"BLUEGRASS EAR, NOSE & THROAT CLINIC, PSC",CLARK CLINIC B,WINCHESTER,KY,40391,CLARK,,,,(859) 745-1010
KY22013756,"BLUEGRASS EPILEPSY RESEARCH, LLC","1401 HARRODSBURG ROAD, SUITE B-280",LEXINGTON,KY,40504,FAYETTE,,,,(859) 313-4989
KY22022560,BLUEGRASS EXTENDED CARE,989 GOVERNORS LANE STE180,LEXINGTON,KY,40513,FAYETTE,,,,(859) 338-3958
KY22000524,BLUEGRASS FAMILY CLINIC,22 CLINIC DR,PARIS,KY,40361,BOURBON,,,,(606) 987-0074
KY22019571,BLUEGRASS FAMILY HEALTHCARE,2337 ELIZABETHTOWN RD,LEITCHFIELD,KY,42754,GRAYSON,,,,(270) 971-1388
KY22023086,BLUEGRASS FAMILY MEDICINE & PEDIATRICS,67 PUBLIC SQUARE,LANCASTER,KY,40444,GARRARD,,,,(502) 992-3511
200269,BLUEGRASS FERTILITY CENTER INC SITE A,2716 OLD ROSEBUD RD SUITE 210,LEXINGTON,KY,40509,FAYETTE,,JAMES,AKIN,(859) 260-1515
200270,BLUEGRASS FERTILITY CENTER INC SITE B,1760 NICHOLASVILLE RD SUITE 501,LEXINGTON,KY,40503,FAYETTE,"BLUEGRASS FERTILITY CENTER, INC.",JAMES,AKIN,(859) 260-1515
KY22019411,BLUEGRASS HEALTH CLINIC,440 HIGH STREET,BOWLING GREEN,KY,42101,WARREN,,,,(270) 282-7105
KY22010507,"BLUEGRASS IMMEDIATE CARE, LLC",1541 LEBANON ROAD SUITE 1,DANVILLE,KY,40422,BOYLE,,JAMES,SCOTT,(859) 236-3208
KY22006951,BLUEGRASS INTERNAL MEDICINE GROUP,"1401 HARRODSBURG RD, C-435",LEXINGTON,KY,40504,FAYETTE,,,,(859) 277-1570
KY22003296,BLUEGRASS MEDICAL CARE,4863B SCOTTSVILLE ROAD,BOWLING GREEN,KY,42104,WARREN,,,,(270) 843-5662
KY22005101,"BLUEGRASS MEDICAL CENTER, LLC",2867 CUMBERLAND FALLS ROAD,CORBIN,KY,40701,WHITLEY,,,,(606) 523-9010
KY22018871,BLUEGRASS ORTHOPAEDICS,1868 PLAUDIT PLACE,LEXINGTON,KY,40509,FAYETTE,,,,(859) 543-0002
KY22021640,"BLUEGRASS ORTHOPAEDICS, PLC",101 WINDSOR PATH,GEORGETOWN,KY,40324,SCOTT,,,,(502) 868-6106
KY22007746,BLUEGRASS PEDIATRICS AND INTERNAL MEDICINE,"196 BEVINS LANE, STE F",GEORGETOWN,KY,40324,SCOTT,,,,(502) 863-2818
KY22021457,"BLUEGRASS PEDIATRICS, PLLC","4645 VILLAGE SQUARE DRIVE, SUITE C",PADUCAH,KY,42001,MCCRACKEN,,,,(270) 366-0960
KY22000408,BLUEGRASS REGIONAL HEALTHCARE,1621 N MAIN STREET,BEAVER DAM,KY,42320,OHIO,,,,(270) 274-9222
KY22009066,"BLUEGRASS RENAL CARE, PSC",208 BEVINS LANE,GEORGETOWN,KY,40324,SCOTT,,,,(502) 867-0411
KY22026015,BLUEGRASS SURGERY AND GASTRO DBA,1401 HARRODSBURG ROAD SUITE B-355,LEXINGTON,KY,40504,FAYETTE,,,,(859) 469-9240
KY22016293,BLUEGRASS URGENT CARE,"625 CHESTNUT DRIVE, SUITE 106",WALTON,KY,41094,BOONE,,,,(859) 485-7900
KY22023648,BMHG FAMILY AND INTERNAL MED,2605 KENTUCKY AVENUE MEDICAL PARK 3 STE 602,PADUCAH,KY,42003,MCCRACKEN,,,,(270) 442-4830
KY22029660,BMHG KENTUCKIANA HEART SPECIALISTS,6420 DUTCHMANS PARKWAY SUITE 170,LOUISVILLE,KY,40205,JEFFERSON,,,,(502) 928-0900
KY22003064,BMHG UROLOGY GROUP OF PADUCAH,2603 KENTUCKY AVENUE,PADUCAH,KY,42003,MCCRACKEN,,CHRISTOPHER,GREEN,(270) 442-3539
KY22027967,BODY STRUCTURE CLINIC INC,2600 GRIBBIN DRIVE,LEXINGTON,KY,40517,FAYETTE,,,,(859) 268-8190
KY22008946,BOWLING GREEN DERMATOLOGY & SKIN CANCER SPECIALIST,1106 FAIRWAY STREET,BOWLING GREEN,KY,42103,WARREN,,JOHN,COWAN,(270) 783-8003
KY22000611,BOWLING GREEN INTERNAL MEDICINE,615 7TH AVE,BOWLING GREEN,KY,42101,WARREN,,,,(502) 846-4800
KY22020996,BOWLING GREEN VA OUTPATIENT CLINIC,600 31W BYPASS,BOWLING GREEN,KY,42101,WARREN,,,,(270) 782-0120
KY22008607,"BRANDON L HOUK, MD, PSC","2413 RING ROAD, SUITE 122",ELIZABETHTOWN,KY,42701,HARDIN,,,,(270) 763-0067
KY22001323,BRENDA EL-SHIEKH M D,1320 WOODLAND DRIVE,ELIZABETHTOWN,KY,42701,HARDIN,,,,(270) 769-1100
KY22013030,BRIAN K MACY MD,350 PARK STREET,BOWLING GREEN,KY,42101,WARREN,,,,(270) 782-4755
KY22014418,BRIDGEWATER MEDICAL CENTER,760 MAIN STREET,SACRAMENTO,KY,42372,MCLEAN,,,,(270) 927-8585
KY22012349,BRIDGEWATER MEDICAL CENTER,750 SALEM DRIVE SUITE 1A,OWENSBORO,KY,42301,DAVIESS,,,,(270) 686-8008
KY22015835,BRIGHT FUTURE PRIMARY CARE INC,3602 WEST CUMBERLAND VE STE B-102,MIDDLESBORO,KY,40965,BELL,,,,(606) 248-7778
KY22024653,BROCK MEDICAL,301 VERSAILLES ROAD,FRANKFORT,KY,40601,FRANKLIN,,,,(606) 330-0055
KY22026530,BROCK MEDICAL LLC,230 N GREEN STREET,HENDERSON,KY,42420,HENDERSON,,,,(270) 854-3196
KY22014785,"BROCK MEDICAL, LLC",1649 W HWY 192,LONDON,KY,40741,LAUREL,,,,(606) 330-0055
KY22027289,"BROCK MEDICAL, LLC",110 W JOHN ROWAN BLVD,BARDSTOWN,KY,40004,NELSON,,,,(615) 600-3487
KY22027288,"BROCK MEDICAL, LLC",1591 HUNTSVILLE RD,DANVILLE,KY,40422,BOYLE,,,,(615) 600-3487
KY22026060,"BROCK MEDICAL, LLC",2520 S HWY 27 STE 1,SOMERSET,KY,42501,PULASKI,,,,(606) 416-5719
KY22026059,"BROCK MEDICAL, LLC","480 BULLION BLVD, STE B",WINCHESTER,KY,40391,CLARK,,,,(859) 385-4222
KY22026020,"BROCK MEDICAL, LLC",2955 FORT CAMPBELL BLVD,HOPKINSVILLE,KY,42240,CHRISTIAN,,,,(270) 632-1548
KY22025535,"BROCK MEDICAL, LLC",1350 NORTH MAIN STREET,MADISONVILLE,KY,42431,HOPKINS,,,,(270) 245-2554
KY22023527,"BROCK MEDICAL, LLC","15100 N HIGHWAY 25 E, STE 1",CORBIN,KY,40701,LAUREL,,,,(606) 330-0055
KY22027290,"BROCK MEDICAL, LLC",239 N 12TH ST,MIDDLESBORO,KY,40965,BELL,,,,(615) 600-3487
KY22028686,BROWN PHYSICIAN GROUP,535 WEST 2ND STREET SUITE 101,LEXINGTON,KY,40508,FAYETTE,,,,(859) 687-6595
KY22001264,BROWNSBORO DERMATOLOGY PLLC,4938 BROWNSBORO ROAD #206,LOUISVILLE,KY,40222,JEFFERSON,,,,(502) 339-2922
18D0689709,BROWNSBORO PARK PEDIATRICS,6002 BROWNSBORO PARK BOULEVARD,LOUISVILLE,KY,40207,JEFFERSON,,DENVER,CORNETT,(502) 897-3232
KY22001006,BUFFALO TRACE GASTROENTEROLOGY,991 MEDICAL PARK DRIVE SUITE 203,MAYSVILLE,KY,41056,MASON,,,,(606) 759-5157
18D0320597,BULLITT COUNTY FAMILY PRACTIONERS,11737 PRESTON HWY PO BOX 399,LEBANON JCT,KY,40150,BULLITT,,MOHANA,ARLA,(502) 833-4631
18D0949146,BULLITT COUNTY FAMILY PRACTITIONERS,170 DR ARLA WAY,LOUISVILLE,KY,40229,JEFFERSON,,MOHANA,ARLA,(502) 955-8480
18D0950089,BURNING SPRINGS MEDICAL CLINIC,11901 N HIGHWAY 421,MANCHESTER,KY,40962,CLAY,,DAVID,HAYS,(606) 598-2706
KY22021396,BUTLER COUNTY FAMILY CARE,210 NORTH MAIN STREET,MORGANTOWN,KY,42261,BUTLER,,,,(270) 526-3137
KY22001015,C KARL SCHULSTAD MD,120 KY HWY 36 E SUITE 2-B,CYNTHIANA,KY,41031,HARRISON,,,,(606) 234-0390
KY22018970,"CALABRACE PLASTIC SURGERY CENTER, PSC",2341 LIME KILN LANE,LOUISVILLE,KY,40222,JEFFERSON,,,,(502) 899-9979
KY22027152,CALDWELL MEDICAL ASSOCIATES,320 MICBETH DRIVE,PRINCETON,KY,42445,CALDWELL,,,,(270) 365-3343
KY22013556,CALDWELL MEDICAL ASSOCIATES,302 MICBETH DRIVE,PRINCETON,KY,42445,CALDWELL,,,,(270) 365-1225
KY22002494,CALDWELL MEDICAL ASSOCIATES,PO BOX 195,FREDONIA,KY,42411,CALDWELL,,,,(502) 545-3386
KY22000217,CAMERON S SCHAEFFER MD PSC,1760 NICHOLASVILLE ROAD #601,LEXINGTON,KY,40503,FAYETTE,,,,(859) 275-5437
KY22020976,CAMPBELLSBURG CHIROPRACTIC,8172 MAIN STREET,CAMPBELLSBURG,KY,40011,HENRY,,,,(502) 532-0099
KY22024525,CAMPBELLSBURG CHIROPRACTIC,68 WENTWORTH AVE,BEDFORD,KY,40006,TRIMBLE,,,,(502) 221-8030
KY22028603,CAMPBELLSBURG CHIROPRACTIC,501 MAIN STREET,CARROLLTON,KY,41008,CARROLL,,,,(502) 662-0022
KY22001010,CAMPELLSVILLE FAMILY MEDICINE,1846 OLD LEBANON ROAD,CAMPBELLSVILLE,KY,42718,TAYLOR,,,,(502) 789-1022
18D1000224,CANEYVILLE FAMILY PRACTICE,301 SUNSET DRIVE,CANEYVILLE,KY,42721,GRAYSON,,ROBERT,MCCLURE,(270) 879-3711
KY22003362,"CANH JEFF VO, DO PSC",551 D WESTPORT RD,ELIZABETHTOWN,KY,42701,HARDIN,,,,(270) 765-3301
KY22000070,CAPITAL CARDIOLOGY,1002 LEAWOOD DRIVE,FRANKFORT,KY,40601,FRANKLIN,,,,(502) 227-7188
KY22003038,CAPITAL FAMILLY PHYSICIANS PSC EAST,4 HMB CIRCLE,FRANKFORT,KY,40601,FRANKLIN,,,,(502) 695-7725
KY22002020,CAPITAL FAMILY PHYS PSC/LAWRENCEBURG,1080 GLENSBORO ROAD,LAWRENCEBURG,KY,40342,ANDERSON,,,,(502) 839-4091
KY22000238,CAPITAL FAMILY PHYSICIANS PSC,1001 LEAWOOD DR SUITE C,FRANKFORT,KY,40601,FRANKLIN,,,,(502) 223-0231
KY22028534,CARDIOVASCULAR MEDICAL SPECIALISTS,"6400 DUTCHMANS LN, SUITE 205",LOUISVILLE,KY,40205,JEFFERSON,,,,(502) 907-3500
KY22008606,CAREFIRST URGENT CARE CENTER,1111 RING ROAD,ELIZABETHTOWN,KY,42701,HARDIN,,,,(270) 706-1111
KY22015629,CAREHERE BEREA KY CLINIC,2200 MENELAUS ROAD,BEREA,KY,40403,MADISON,,,,(615) 830-6264
KY22025974,CAREHERE CLINIC - TOYOTETSU OWENSBORO,3110 AIRPARK DRIVE,OWENSBORO,KY,42301,DAVIESS,,,,(270) 685-3098
KY22025159,CAREHERE CLINIC- TOYOTETSU SOMERSET,80 PIN OAK DRIVE,SOMERSET,KY,42503,PULASKI,,,,(704) 326-5250
KY22025951,CAREHERE HEALTH CTR CITY OF BOWLING GREEN KY,1017 COLLEGE STREET,BOWLING GREEN,KY,42101,WARREN,,,,(877) 423-1330
KY22016292,"CARL B HINTON, MD, PSC",407 HWY 62 W,PRINCETON,KY,42445,CALDWELL,,,,(270) 365-9993
18D0896457,CARL E SMITH MD,120 PROFESSIONAL LANE SUITE 201,HARLAN,KY,40831,HARLAN,,CARL,SMITH,(606) 573-1004
KY22002402,CARLISLE CLINIC,107 SOUTH BROADWAY,CARLISLE,KY,40311,NICHOLAS,,,,(859) 289-4124
KY22023688,"CAROL B PEDDICORD, MD PLLC",252 BURKESVILLE R0AD,ALBANY,KY,42602,CLINTON,,,,(606) 387-0323
KY22015773,"CASA SAN PIO CLINICS OF APPALACHIA, LLC",638 EAST COLLEGE AVENUE,STANTON,KY,40380,POWELL,,,,(606) 318-3500
KY22000179,CASEY COUNTY PRIMARY CARE,RR 2 BOX 569A,LIBERTY,KY,42539,CASEY,,,,(606) 787-6275
18D0326814,CASEY FAMILY MEDICAL CENTER,376 RANDOLPH STREET,LIBERTY,KY,42539,CASEY,,JOHN,PRICE,(606) 787-6246
KY22001144,CAVERNA PRIMARY CARE CLINIC,1495 SOUTH DIXIE STREET,HORSE CAVE,KY,42749,HART,,,,(270) 786-2372
KY22000910,CCMH CORPORATION DBA BEDFORD FAMILY PRACTICE,470 HIGHWAY 421 N,BEDFORD,KY,40006,TRIMBLE,,,,(502) 255-7732
KY22002478,CCMH CORPORATION WARSAW FAMILY PRACTICE,202 FRANKLIN STREET,WARSAW,KY,41095,GALLATIN,,,,(859) 567-2754
KY22028804,"CECIL CLINIC, THE",2670 NEW HOLT ROAD SUITE C,PADUCAH,KY,42001,MCCRACKEN,,,,(270) 575-1010
KY22002249,CEDAR KNOLL FAMILY CARE CENTER,10650 US ROUTE 60,ASHLAND,KY,41102,BOYD,,,,(606) 327-6301
KY22001033,CEDAR KNOLL PEDIATRICS,10650 US RT 60,ASHLAND,KY,41102,BOYD,,,,(606) 327-7337
KY22003273,CENTER FOR ARTHRITIS AND OSTEOPOROSIS,584 WESTPORT ROAD SUITE 101,ELIZABETHTOWN,KY,42701,HARDIN,,,,(270) 769-2535
