TYPE,"LICENSE
#",NAME,ADDRESS,CITY,STATE,ZIP,COUNTY,OWNER,"ADM
FIRST","ADM
LAST",TELEPHONE,"LICENSURE
EXPIRATION"
Dual Lic. AODE & BHSO Facility (AODE Primary),810491,RESURRECTION TREATMENT CLINICS,"1718 ALEXANDRIA DRIVE, SUITE 101",LEXINGTON,KY,40504,FAYETTE,"RESURRECTION TREATMENT CLINICS, LLC",LAWRENCE,YORK,(859) 514-1632,11/30/19
Dual Lic. AODE & BHSO Facility (AODE Primary),810540,"RRJ SOLUTIONS, LLC",221 LONDON SHOPPING CENTER,LONDON,KY,40741,LAUREL,RRJ SOLUTIONS LLC,JAMES,SILER,(606) 862-9556,10/31/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810484,SHELBY STREET CLINICAL CAMPUS,1436 SOUTH SHELBY STREET,LOUISVILLE,KY,40217,JEFFERSON,VOLUNTEERS OF AMERICA - MID-STATES,TAMARA,REIF,(502) 636-0742,4/30/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810681,"SHEPHERD'S HOUSE, INC",635 MAXWELTON COURT,LEXINGTON,KY,40508,FAYETTE,"SHEPHERD'S HOUSE, INC.",JEROD,THOMAS,(859) 252-1939,2/29/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810567,"SOLID GROUND COUNSELING AND RECOVERY CENTERS, LLC",14 LOGAN DRIVE,JEFF,KY,41751,PERRY,"SOLID GROUND COUNSELING AND RECOVERY CENTERS, LLC",TERESA,ENGLE,(606) 487-0351,5/31/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810436,SPERO HEALTH,"106 BELINDA BOULEVARD, SUITE 100",DANVILLE,KY,40422,BOYLE,"SPERO HEALTH OF KY, LLC",DAVID,HAYDEN,(859) 209-2320,1/31/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810435,THE METHODIST HOME OF KENTUCKY,1115 ASHGROVE PIKE,NICHOLASVILLE,KY,40340,JESSAMINE,"THE METHODIST HOME OF KENTUCKY, INC.",RANDY,COY,(859) 523-3001,1/31/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810091,THE MORTON CENTER,1028 BARRETT AVENUE,LOUISVILLE,KY,40204,JEFFERSON,"THE MORTON CENTER, INC.",PRISCILLA,MCINTOSH,(502) 451-1221,3/31/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810446,"THE RECOVERY CENTER, LLC","1550 HIGHWAY 15 SOUTH, SUITE 200",JACKSON,KY,41339,BREATHITT,"THE RECOVERY CENTER, LLC",JERRY,CAMPBELL,(606) 666-8404,3/31/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810427,THE RIDGE BEHAVIORAL HEALTH SYSTEM,3050 RIO DOSA DRIVE,LEXINGTON,KY,40509,FAYETTE,"UNIVERSAL HEALTH SERVICES, INC.",NINA,EISNER,(859) 268-6421,11/30/19
Dual Lic. AODE & BHSO Facility (AODE Primary),810271,ULTIMATE TREATMENT CENTER,3655 WINCHESTER AVE,ASHLAND,KY,41101,BOYD,"ULTIMATE CARE MED. SERVICES, LLC",ROSE,URADU,(606) 393-4632,3/31/20
Dual Lic. AODE Residential/BHSO Facility,810358,ADDICTION RECOVERY CARE,758 STOCKTON ROAD,WALLINGFORD,KY,41093,FLEMING,ADDICTION RECOVERY CARE LLC,TIMOTHY,"ROBINSON, JR",(606) 615-8882,6/30/20
Dual Lic. AODE Residential/BHSO Facility,810418,BETH'S BLESSING,130 CAMPUS DRIVE,ANNVILLE,KY,40402,JACKSON,"ADDICTION RECOVERY CARE, LLC",TIM,ROBINSON,(606) 638-0938,Pending Renewal
Dual Lic. AODE Residential/BHSO Facility,810633,GREG BOWEN CENTER,"100 BROADWAY STREET, SUITE 101",CHAPLIN,KY,40012,NELSON,ISAIAH HOUSE,MIKE,COX,(859) 375-9200,7/31/20
Dual Lic. AODE Residential/BHSO Facility,810494,HOPE CITY,335 NORTH MAIN STREET,BARBOURVILLE,KY,40906,KNOX,APPALACHIAN RESTORATION PROJECT,SCOTT,PHIPPS,(606) 545-7083,6/30/20
Dual Lic. AODE Residential/BHSO Facility,810606,JAKE KUERTZ CENTER,100 BROADWAY STREET SUITE 102,CHAPLIN,KY,40012,NELSON,THE ISAIAH HOUSE,MARK,LAPALME,(502) 673-0206,2/29/20
Dual Lic. AODE Residential/BHSO Facility,810328,KAREN'S PLACE,2135 HWY 1185,LOUISA,KY,41230,LAWRENCE,"ODYSSEY, INC",TIM,ROBINSON,(606) 483-3592,2/29/20
Dual Lic. AODE Residential/BHSO Facility,810549,KAREN'S PLACE MATERNITY CENTER,221 WINDY HILL DRIVE,LOUISA,KY,41230,LAWRENCE,"ODYSSEY, INC.",TIM,ROBINSON,(606) 826-0265,11/30/19
Dual Lic. AODE Residential/BHSO Facility,810424,LAKE HILL OASIS,125 JORDAN'S WAY,SOMERSET,KY,42501,PULASKI,"ADDICTION RECOVERY CARE, LLC",TIM,ROBINSON,(606) 638-0938,Pending Renewal
Dual Lic. AODE Residential/BHSO Facility,810517,LANDMARK RECOVERY OF LOUISVILLE,4418 MALCOLM AVENUE,LOUISVILLE,KY,40215,JEFFERSON,LANDMARK RECOVERY OF LOUISVILLE LLC,CHARLEY,MELSON,(502) 713-7017,6/30/20
Dual Lic. AODE Residential/BHSO Facility,810518,LANDMARK RECOVERY OF LOUISVILLE,4419 LASALLE AVENUE,LOUISVILLE,KY,40215,JEFFERSON,LANDMARK RECOVERY OF LOUISVILLE LLC,CHARLEY,MELSON,(502) 713-7017,6/30/20
Dual Lic. AODE Residential/BHSO Facility,810670,LISA WALKER CENTER,5866 BOHON ROAD,HARRODSBURG,KY,40330,MERCER,"ISAIAH HOUSE, INC.",MARK,LAPALME,(859) 375-9200,12/31/19
Dual Lic. AODE Residential/BHSO Facility,810386,NILE-ADDICTION RECOVERY TREATMENT,4185 LEXINGTON ROAD,VERSAILLES,KY,40383,WOODFORD,"THE NILE MINISTRIES, INC.",CHARLENE,WILLIAMS,(859) 873-9277,4/30/20
Dual Lic. AODE Residential/BHSO Facility,810428,RAMEY - ESTEP HOMES,2901 PIGEON ROOST ROAD,RUSH,KY,41168,BOYD,"RAMEY - ESTEP HOMES, INC.",VIRGINIA,ANDERSON,(606) 928-6648,12/31/19
Dual Lic. AODE Residential/BHSO Facility,810599,STEPWORKS CROWNE POINTE,1111 CROWNE POINTE DRIVE,ELIZABETHTOWN,KY,42701,HARDIN,"STEPWORKS RECOVERY CENTER, LLC",DERON,BIBB,(800) 545-9031,12/31/19
Dual Lic. AODE Residential/BHSO Facility,810453,"STEPWORKS OF LONDON, LLC",3825 MARYDELL ROAD,LONDON,KY,40741,LAUREL,"STEPWORKS RECOVERY CENTERS, LLC",TIMOTHY,MOSES,(800) 545-9031,3/31/20
Dual Lic. AODE Residential/BHSO Facility,810571,STEPWORKS RECOVERY CENTERS,331 BROOKWOOD DRIVE,BOWLING GREEN,KY,42101,WARREN,STEPWORKS RECOVERY CENTERS LLC,MELISSA,KONCAR,(800) 545-9031,7/31/20
Dual Lic. AODE Residential/BHSO Facility,810614,"STEPWORKS RECOVERY CENTERS, LLC",151 COCONUT GROVE DRIVE,NICHOLASVILLE,KY,40356,JESSAMINE,"STEPWORKS RECOVERY CENTERS, LLC",DREW,INGRAM,(800) 545-9031,3/31/20
Dual Lic. AODE Residential/BHSO Facility,810201,WESTCARE KENTUCKY,10057 ELKHORN CREEK ROAD,ASHCAMP,KY,41512,PIKE,"WESTCARE KENTUCKY, INC.",STEPHEN,WRIGHT,(606) 754-7077,6/30/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800246,1ST CHOICE HEALTHCARE SERVICES LLC,"2432 REGENCY ROAD, SUITE 120",LEXINGTON,KY,40503,FAYETTE,1ST CHOICE HEALTHCARE SERVICES LLC,LORETTA,DEATON,(859) 252-0014,2/29/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800207,"2ND CHANCE, PLLC",1420 NORTH BROADWAY,LEXINGTON,KY,40505,FAYETTE,"2ND CHANCE, PLLC",TUYEN,TRAN,(859) 368-8820,11/30/19
Dual Lic. BHSO & AODE Facility (BHSO Primary),800222,A CENTER 4 CHANGE COUNSELING AND PSYCHOTHERAPY,5900 US 60 W,ASHLAND,KY,41102,BOYD,"A CENTER 4 CHANGE COUNSELING AND PSYCHOTHERAPY, IN",TONYA,BOND-JUDD,(606) 928-5116,5/31/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800186,"A NEW START II, LLC",222 PHILLIP STONE WAY,CENTRAL CITY,KY,42330,MUHLENBERG,"A NEW START II, LLC",TIMOTHY,DUKES,(270) 754-3494,Pending Renewal
Dual Lic. BHSO & AODE Facility (BHSO Primary),800133,ADDICTION RECOVERY CARE,125 SOUTH MAIN CROSS STREET,LOUISA,KY,41230,LAWRENCE,"ADDICTION RECOVERY CARE, LLC",TIM,ROBINSON,(606) 638-0938,9/30/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800271,ADDICTION TREATMENT CENTERS LLC,1736 ALEXANDRIA DRIVE SUITE 225,LEXINGTON,KY,40504,FAYETTE,ADDICTION TREATMENT CENTERS LLC,DEDE,STRATTON,(859) 470-8080,3/31/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800312,"ALTERI, LLC","1517 NICHOLASVILLE ROAD, SUITE 402",LEXINGTON,KY,40503,FAYETTE,"ALTERI, LLC",CANDY,LANE,(859) 277-4992,12/31/19
Dual Lic. BHSO & AODE Facility (BHSO Primary),800232,APPALACHIAN CHILDREN'S HOME,1909 KY 3439,BARBOURVILLE,KY,40906,KNOX,APPALACHIAN CHILDREN'S HOME,JODY,RISNER,(606) 546-3805,Pending Renewal
Dual Lic. BHSO & AODE Facility (BHSO Primary),800261,APPALACHIAN COMMUNITY CARE LLC,111 CAROLINE AVENUE,PIKEVILLE,KY,41501,PIKE,APPALACHIAN COMMUNITY CARE LLC,LOVONNE,FLEMING-RICHARDSON,(606) 432-5660,Pending Renewal
Dual Lic. BHSO & AODE Facility (BHSO Primary),800288,APPLEGATE RECOVERY- CRESTVIEW HILLS,565 CENTRE VIEW BLVD,CRESTVIEW HILLS,KY,41017,KENTON,"APPLEGATE HEALTH SERVICES, INC.",KEISHA,WYNN,(859) 780-5793,11/30/19
Dual Lic. BHSO & AODE Facility (BHSO Primary),800226,BROOKSIDE,400 VENTERS LANE,PIKEVILLE,KY,41501,PIKE,"RENEW RESIDENTIAL TREATMENT, LLC",EUGENE,SISCO III,(606) 653-1874,6/30/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800255,BROOKSIDE OUT-PATIENT SERVICES,124 DIVISION STREET,PIKEVILLE,KY,41501,PIKE,"RENEW RESIDENTIAL TREATMENT SERVICES, LLC",EUGENE,SISCO,(606) 653-3078,Pending Renewal
Dual Lic. BHSO & AODE Facility (BHSO Primary),800165,BUCKHORN CHILDREN & FAMILY SERVICES,116 BUCKHORN LANE,BUCKHORN,KY,41721,PERRY,BUCKHORN CHILDREN & FAMILY SERVICES,BILLY,SMITH,(606) 398-7000,3/31/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800129,CHILDREN'S HOME OF NORTHERN KENTUCKY,200 HOME ROAD,COVINGTON,KY,41011,KENTON,"CHILDREN'S HOME OF NORTHERN KENTUCKY, INC.",RICK,WURTH,(859) 261-8768,8/31/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800212,CLEANSE CLINIC,645 SOUTH ROY WILKINS AVENUE SUITE 100,LOUISVILLE,KY,40203,JEFFERSON,CLEANSE CLINIC,ABDUL,BURIDI,(502) 938-0511,2/29/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800231,COMMONWEALTH COUNSELING CENTERS,156 NORTH LAKE DRIVE,PRESTONSBURG,KY,41653,FLOYD,"COMMONWEALTH COUNSELING CENTERS, LLC",BENJAMIN,FERGUSON,(606) 506-5077,Pending Renewal
Dual Lic. BHSO & AODE Facility (BHSO Primary),800240,"COUNSELING AND DIAGNOSTIC CENTER, LLC",7315 DIXIE HIGHWAY,FLORENCE,KY,41042,BOONE,"COUNSELING AND DIAGNOSTIC CENTER, LLC",THOMAS,NOYES,(859) 282-0119,Pending Renewal
Dual Lic. BHSO & AODE Facility (BHSO Primary),800216,CREATIVE SPIRITS,12730 TOWN PARKWAY SUITE 201,LOUISVILLE,KY,40243,JEFFERSON,"CREATIVE SPIRITS MINISTRIES, LLC",CASSANDRA,GRAY,(502) 254-9555,2/29/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800220,"CROSSROADS ADDICTION RECOVERY EFFORT, LLC",484 TOLLAGE CREEK ROAD,PIKEVILLE,KY,41501,PIKE,"CROSSROADS ADDICTION RECOVERY EFFORT, LLC",DESTINY,CONN,(606) 637-2273,6/30/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800302,"CROSSROADS TREATMENT CENTER OF ASHLAND, PSC",1220 GREENUP AVENUE,ASHLAND,KY,41101,BOYD,"CROSSROADS TREATMENT CENTER OF ASHLAND, PSC",ANNA,GADDY,(864) 527-3145,12/31/19
Dual Lic. BHSO & AODE Facility (BHSO Primary),800303,"CROSSROADS TREATMENT CENTER OF NORTHERN KENTUCKY, ",1974 WALTON NICHOLSON PIKE,INDEPENDENCE,KY,41051,KENTON,"CROSSROADS TREATMENT CENTER OF NORTHERN KENTUCKY,",ANNA,GADDY,(864) 527-3145,11/30/19
Dual Lic. BHSO & AODE Facility (BHSO Primary),800301,"CROSSROADS TREATMENT CENTER OF SOMERSET, PSC",607 CLIFTY STREET,SOMERSET,KY,42503,PULASKI,"CROSSROADS TREATMENT CENTER OF SOMERSET, PSC",ANNA,GADDY,(864) 527-3145,12/31/19
Dual Lic. BHSO & AODE Facility (BHSO Primary),800337,"DONAL SALCHLI, LLC",306 WEST MAIN STREET,FRANKFORT,KY,40601,FRANKLIN,"DONAL SALCHLI, LLC",DONAL,SALCHLI,(502) 229-1392,7/31/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800278,EDGEWATER RECOVERY CENTER,259 OLD FLEMINGSBURG ROAD,MOREHEAD,KY,40351,ROWAN,"EDGEWATER RECOVERY CENTER, LLC",WILLIAM,FANNIN,(606) 780-0561,5/31/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800260,"EMERALD THERAPY CENTER, LLC",3227 COLEMAN ROAD,PADUCAH,KY,42001,MCCRACKEN,"EMERALD THERAPY CENTER, LLC",SHELLY,BAER,(270) 534-5128,Pending Renewal
Dual Lic. BHSO & AODE Facility (BHSO Primary),800242,"ESSENTIAL SOLUTIONS, INC",11105 US HIGHWAY 23 SOUTH,BETSY LAYNE,KY,41605,FLOYD,"ESSENTIAL SOLUTIONS, INC.",JOHN,ANDERSON,(606) 454-1725,6/30/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800228,"ETHAN HEALTH, LLC",1623 FOXHAVEN DRIVE,RICHMOND,KY,40475,MADISON,"ETHAN HEALTH, LLC",WILLIAM,CROWE,(859) 625-5235,6/30/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800137,FAMILY SERVICES OF NORTHERN KENTUCKY,434 SCOTT BOULEVARD,COVINGTON,KY,41011,KENTON,"FAMILY SERVICE OF NORTHERN KENTUCKY, INC.",ANNA,STARK,(859) 547-5784,11/30/19
Dual Lic. BHSO & AODE Facility (BHSO Primary),800125,"FOOTHILLS ACADEMY, INC",107 FOOTHILLS ACADEMY SPUR,ALBANY,KY,42602,CLINTON,"FOOTHILLS ACADEMY, INC.",LEE,PARRIGIN,(606) 387-4673,9/30/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800234,"GOOD LIFE ADVOCATES, LLC","110 CHASE WAY, SUITE 4",ELIZABETHTOWN,KY,42701,HARDIN,"GOOD LIFE ADVOCATES, LLC",ROBIN,FLOWERS,(270) 945-2114,Pending Renewal
Dual Lic. BHSO & AODE Facility (BHSO Primary),800309,"GREATER HOPE COUNSELING SERVICES, LLC","1043 PEDIGO WAY, SUITE #30",BOWLING GREEN,KY,42103,WARREN,"GREATER HOPE COUNSELING SERVICES, LLC",GATT,WARE,(270) 495-1224,12/31/19
Dual Lic. BHSO & AODE Facility (BHSO Primary),800283,GREG BOWEN CENTER,"100 BROADWAY STREET, SUITE 101",CHAPLIN,KY,40012,NELSON,ISAIAH HOUSE,MIKE,COX,(859) 375-9200,7/31/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800293,GROUPS RECOVER TOGETHER,"101 WOODHILL LANE, SUITE 2A",FRANKFORT,KY,40601,FRANKLIN,"RECOVER TOGETHER, INC.",ROBERT,MONTAZEMI,(800) 683-8313,12/31/19
Dual Lic. BHSO & AODE Facility (BHSO Primary),800289,GUIDING GRACE,131 - B NORTH CHILES STREET,HARRODSBURG,KY,40330,MERCER,"GUIDING GRACE, INC.",MARY,HUGHES,(859) 325-0344,6/30/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800168,HOLLY HILL CHILD & FAMILY SOLUTIONS,2816 BLUEGRASS DRIVE,HIGHLAND HEIGHTS,KY,41076,CAMPBELL,"HOLLY HILL CHILDREN'S HOME, INC.",CONNIE,FREKING,(859) 635-0500,3/31/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800213,HOPE CITY,335 NORTH MAIN STREET,BARBOURVILLE,KY,40906,KNOX,APPALACHIAN RESTORATION PROJECT,DANIEL,PHIPPS,(606) 545-7083,6/30/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800317,ISAIAH HOUSE OUTPATIENT CLINIC,975 HUSTONVILLE ROAD,DANVILLE,KY,40422,BOYLE,"ISAIAH HOUSE, INC.",MARK,LAPALME,(859) 375-9200,2/29/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800156,"ISAIAH HOUSE, INC",2084 MAIN STREET,WILLISBURG,KY,40078,WASHINGTON,"ISAIAH HOUSE, INC.",MARK,"LAPALME, SR.",(859) 375-9200,1/31/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800267,JAKE KUERTZ CENTER,100 BROADWAY STREET SUITE 102,CHAPLIN,KY,40012,NELSON,ISAIAH HOUSE,MARK,LAPALME,(502) 673-0206,2/29/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800251,"KENTUCKY ADDICTION CENTERS, LLC","625 TECH DRIVE, SUITE B",WINCHESTER,KY,40391,CLARK,"LIFE POINT RECOVERY CARE, LP",KRISTY,WIREMAN,(859) 739-3552,5/31/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800294,KENTUCKY CLEANSE CLINIC,"351 BURLEY AVENUE, SUITE 100",LEXINGTON,KY,40503,FAYETTE,"INTEGRATED HEALTH SYSTEMS, LLC",ABDUL,BURIDI,(502) 656-4922,7/31/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800249,"KENTUCKY'S CHOICE, LLC",225B SOUTH MAIN STREET,VERSAILLES,KY,40383,WOODFORD,"KENTUCKY'S CHOICE, LLC",MARY,HICKS,(859) 489-6557,Pending Renewal
Dual Lic. BHSO & AODE Facility (BHSO Primary),800286,LANDMARK RECOVERY OF LEXINGTON,1510 NEWTOWN PIKE #120,LEXINGTON,KY,40511,FAYETTE,"LANDMARK RECOVERY OUTPATIENT SERVICES, LLC",JESSICA,TATE,(502) 528-8486,Pending Renewal
Dual Lic. BHSO & AODE Facility (BHSO Primary),800319,"LANDMARK RECOVERY OF LOUISVILLE, LLC","4112 FERN VALLEY ROAD, SUITE A",LOUISVILLE,KY,40219,JEFFERSON,"LANDMARK RECOVERY OF LOUISVILLE, LLC",RONALD,HOBBS,(502) 713-7017,2/29/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800179,LIFE AND HEALTH SERVICES,1814 CUMBERLAND AVENUE,MIDDLESBORO,KY,40965,BELL,"LIFE & HEALTH SERVICES, LLC",MAZHAR,SALIM,(606) 242-2519,8/31/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800190,LINCOLN TRAIL BEHAVIORAL OUTPATIENT CENTER,7260 NORTH DIXIE HWY,RADCLIFF,KY,40160,HARDIN,"UNITED HEALTHCARE OF HARDIN, INC.",CHARLES,WEBB,(270) 982-9495,Pending Renewal
Dual Lic. BHSO & AODE Facility (BHSO Primary),800315,LISA WALKER CENTER,5866 BOHON ROAD,HARRODSBURG,KY,40330,MERCER,"ISAIAH HOUSE, INC.",MARK,LAPALME,(859) 375-9200,12/31/19
Dual Lic. BHSO & AODE Facility (BHSO Primary),800328,LIVING WATERS OF KY,920 SOUTH MAIN STREET,NICHOLASVILLE,KY,40356,JESSAMINE,"LIVING WATERS OF KENTUCKY, INC.",SHERRY,WALTER,(859) 270-6919,6/30/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800152,"MARYHURST, INC",1015 DORSEY LANE,LOUISVILLE,KY,40223,JEFFERSON,"MARYHURST, INC.",JUDY,LAMBETH,(502) 245-1576,12/31/19
Dual Lic. BHSO & AODE Facility (BHSO Primary),800282,MEBS COUNSELING,4339 WINSTON AVENUE,COVINGTON,KY,41015,KENTON,"MEBS AND ASSOCIATES, LLC",GREG,MEBS,(859) 835-2573,5/31/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800233,MORE CENTER,1448 SOUTH 15TH STREET,LOUISVILLE,KY,40210,JEFFERSON,LOUISVILLE JEFFERSON CO. METRO HEALTH DEPARTMENT,YOLANDA,CARNESSALI-POWELL,(502) 574-6414,Pending Renewal
Dual Lic. BHSO & AODE Facility (BHSO Primary),800192,MOTHER OF GOOD COUNSEL,1389 HIGHWAY 15 NORTH,JACKSON,KY,41339,BREATHITT,MOTHER OF GOOD COUNSEL,THERESA,MERCED,(606) 666-4011,Pending Renewal
Dual Lic. BHSO & AODE Facility (BHSO Primary),800256,NATIONAL YOUTH ADVOCATE PROGRAM,104 WEST BROADWAY STREET,WINCHESTER,KY,40391,CLARK,"NATIONAL YOUTH ADVOCATE PROGRAM, INC.",HEATHER,ROBINSON,(859) 385-4669,6/30/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800172,"NEW DAY RECOVERY CENTER, LLC","2647 REGENCY ROAD, SUITE 101",LEXINGTON,KY,40503,FAYETTE,"NEW DAY RECOVERY CENTER, LLC",ALAN,SHULTZ,(859) 277-4357,4/30/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800266,NEW HOPE COUNSELING AND RECOVERY,60 BENNETT CIRCLE,LONDON,KY,40741,LAUREL,"NEW HOPE COUNSELING & RECOVERY, LLC",KEITH,LAKES,(606) 594-7479,4/30/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800191,NILE-ADDICTION RECOVERY TREATMENT,4185 LEXINGTON ROAD,VERSAILLES,KY,40383,WOODFORD,"THE NILE MINISTRIES, INC.",SAM,WILLIAMS,(859) 873-9277,5/31/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800160,"ODYSSEY, INC",2135 HIGHWAY 1185,LOUISA,KY,41230,LAWRENCE,"ODYSSEY, INC.",TIM,ROBINSON,(606) 638-0938,1/31/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800128,"OHIO VALLEY PHYSICIANS, INC",113 OAKRIDGE COURT,PRESTONSBURG,KY,41653,FLOYD,"OHIO VALLEY PHYSICIANS, INC.",PAUL,COWSAR,(606) 889-1601,4/30/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800263,"OMNI COMMUNITY HEALTH, INC","1169 EASTERN PKWY, SUITE 1226",LOUISVILLE,KY,40217,JEFFERSON,"3LS, INC.",MARK,JUST,(502) 438-9395,12/31/19
Dual Lic. BHSO & AODE Facility (BHSO Primary),800204,PATRICIA'S PLACE,2042 MAIN STREET,WILLISBURG,KY,40078,WASHINGTON,"ISAIAH HOUSE, INC",MARK,"LAPALME, SR.",(859) 375-9204,Pending Renewal
Dual Lic. BHSO & AODE Facility (BHSO Primary),800151,RAMEY - ESTEP HOMES,2901 PIGEON ROOST ROAD,RUSH,KY,41168,BOYD,"RAMEY - ESTEP HOMES, INC.",VIRGINIA,ANDERSON,(606) 928-6648,12/31/19
Dual Lic. BHSO & AODE Facility (BHSO Primary),800297,RENEST RECOVERY SUPPORT SERVICE,413 EAST DIXIE AVENUE SUITE 106,ELIZABETHTOWN,KY,42701,HARDIN,"RENEST RESIDENCE, INC.",THERESA,WADDELL,(270) 839-6743,10/31/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800241,RENEW RECOVERY,"100 EASTSIDE DRIVE, SUITE B",GEORGETOWN,KY,40324,SCOTT,"RENEW RECOVERY, LLC",BILL,DAWSON,(502) 868-7272,1/31/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800210,RESURRECTION TREATMENT CLINICS,"1718 ALEXANDRIA DRIVE, SUITE 101",LEXINGTON,KY,40504,FAYETTE,"RESURRECTION TREATMENT CLINICS, LLC",JOHN,PAPPAS,(859) 276-1015,11/30/19
Dual Lic. BHSO & AODE Facility (BHSO Primary),800237,"RRJ SOLUTIONS, LLC",221 LONDON SHOPPING CENTER,LONDON,KY,40741,LAUREL,RRJ SOLUTIONS LLC,JAMES,SILER,(606) 862-9556,11/30/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800145,SHELBY STREET CLINICAL CAMPUS,1436 SOUTH SHELBY STREET,LOUISVILLE,KY,40217,JEFFERSON,VOLUNTEERS OF AMERICA - MID-STATES,TAMARA,REIF,(502) 635-4521,4/30/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800320,"SHEPHERD'S HOUSE, INC",635 MAXWELTON COURT,LEXINGTON,KY,40508,FAYETTE,"SHEPHERD'S HOUSE, INC.",KYLE,NOWKA,(859) 252-1939,2/29/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800252,"SOLID GROUND COUNSELING AND RECOVERY CENTERS, LLC",14 LOGAN DRIVE,JEFF,KY,41751,PERRY,"SOLID GROUND COUNSELING AND RECOVERY CENTERS, LLC",TERESA,ENGLE,(606) 487-0351,5/31/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800134,SPECIALIZED ALTERNATIVES FOR FAMILIES AND YOUTH OF,"861 CORPORATE DRIVE, SUITE 101",LEXINGTON,KY,40503,FAYETTE,SPECIALIZED ALTERNATIVES FOR FAMILIES AND YOUTH OF,KAREN,MOORE,(859) 971-2585,9/30/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800162,SPERO HEALTH,"106 BELINDA BOULEVARD, SUITE 100",DANVILLE,KY,40422,BOYLE,"SPERO HEALTH OF KY, LLC",DAVID,HAYDEN,(859) 209-2320,1/31/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800300,ST ELIZABETH PHYSICIAN'S JOURNEY RECOVERY CENTER,351 CENTRE VIEW BLVD,CRESTVIEW HILLS,KY,41017,KENTON,SUMMIT MEDICAL GROUP,DAN,COLE,(859) 757-0717,Pending Renewal
Dual Lic. BHSO & AODE Facility (BHSO Primary),800230,STEPWORKS OF ELIZABETHTOWN,1207 WOODLAND DRIVE,ELIZABETHTOWN,KY,42701,HARDIN,"STEPWORKS RECOVERY CENTERS, LLC",TOM,INGRAM,(800) 545-9031,Pending Renewal
Dual Lic. BHSO & AODE Facility (BHSO Primary),800176,"STEPWORKS OF LONDON, LLC",3825 MARYDELL ROAD,LONDON,KY,40741,LAUREL,"STEPWORKS RECOVERY CENTERS, LLC",THOMAS,INGRAM,(800) 545-9031,3/31/20
Dual Lic. BHSO & AODE Facility (BHSO Primary),800153,STEPWORKS RECOVERY CENTERS,1111 CROWNE POINTE DRIVE,ELIZABETHTOWN,KY,42701,HARDIN,"STEPWORKS RECOVERY CENTERS, LLC",SHERRY,COOMER,(800) 545-9031,12/31/19
