"FACILTY
TYPE","FACILITY
ID",NAME,ADDRESS,CITY,STATE,ZIP,COUNTY,OWNER,TELEPHONE,ADM FIRST,ADM LAST,"LICENSE
EXPIRATION"
HOME HEALTH AGENCY (HHA),K150022,(D) MARY BRECKINRIDGE ARH HOME HEALTH AGENCY,166 KATE IRELAND DRIVE,HYDEN,KY,41749,LESLIE,"ARH MARY BRECKINRIDGE HEALTH SERVICES, INC",(606) 672-2355,SUSAN,STEWART,3/31/20
HOME HEALTH AGENCY (HHA),150200,"MAXIM HEALTHCARE SERVICES, INC","2525 HARRODSBURG ROAD, SUITE 120",LEXINGTON,KY,40504,FAYETTE,"MAXIM HEALTHCARE SERVICES, INC.",(859) 687-3006,SCOTT,HOWIE,5/31/20
HOME HEALTH AGENCY (HHA),K150010,(D) MCDOWELL ARH HHA,9879 KY ROUTE 122,MC DOWELL,KY,41647,FLOYD,"APPALACHIAN REGIONAL HEALTHCARE, INC.",(606) 377-3429,SUSAN,STEWART,5/31/20
HOME HEALTH AGENCY (HHA),K150003,MCDOWELL HOME HEALTH AGENCY,131 DANIEL DRIVE,DANVILLE,KY,40422,BOYLE,"BOYLE COUNTY MEDICAL SOCIETY, INC.",(859) 236-8946,SUSAN,MATHERLY,7/31/20
HOME HEALTH AGENCY (HHA),K150067,MEPCO HOME HEALTH AGENCY,216 BOGGS LANE,RICHMOND,KY,40475,MADISON,MADISON COUNTY HEALTH DEPARTMENT,(859) 623-3441,BILLIE,DYER,4/30/20
HOME HEALTH AGENCY (HHA),K150101,"MERCY HEALTH - HOME CARE, PADUCAH",911 JOE CLIFTON DRIVE,PADUCAH,KY,42001,MCCRACKEN,"MERCY HEALTH - LOURDES HOSPITAL, LLC",(270) 415-3600,KAY,WILLIAMS,6/30/20
HOME HEALTH AGENCY (HHA),K150140,METHODIST HOSPITAL HOMECARE,"505 KLUTEY PARK PLAZA DRIVE, SUITE A",HENDERSON,KY,42420,HENDERSON,"KENTUCKY HOMECARE OF HENDERSON, LLC",(270) 869-1997,APRIL,TATE,6/30/20
HOME HEALTH AGENCY (HHA),K150040,(D) MIDDLESBORO ARH HOME HEALTH AGENCY,1916 CUMBERLAND AVENUE,MIDDLESBORO,KY,40965,BELL,"APPALACHIAN REGIONAL HEALTHCARE, INC.",(606) 242-1404,SUSAN,STEWART,1/31/20
HOME HEALTH AGENCY (HHA),K150057,MORGAN COUNTY ARH HHA,"518 MAIN STREET, SUITE 1",WEST LIBERTY,KY,41472,MORGAN,"APPALACHIAN REGIONAL HEALTHCARE, INC.",(606) 487-6151,SUSAN,STEWART,3/31/20
HOME HEALTH AGENCY (HHA),K150103,NURSE ON CALL,"2041 CREATIVE DRIVE, SUITE 250",LEXINGTON,KY,40505,FAYETTE,"ARC RICHMOND PLACE, INC.",(859) 269-2587,APRIL,BAKER,9/30/20
HOME HEALTH AGENCY (HHA),K150112,OWENSBORO HEALTH HOME CARE,2816 VEACH RD SUITE 303,OWENSBORO,KY,42302,DAVIESS,"OWENSBORO HEALTH, INC.",(270) 688-2182,JOY,BURDEN,3/31/20
HOME HEALTH AGENCY (HHA),K150097,OWENSBORO HEALTH MUHLENBERG COMMUNITY HOSPITAL HOM,101 LEGION DRIVE,CENTRAL CITY,KY,42330,MUHLENBERG,"OH MUHLENBERG, LLC",(270) 754-9340,DARLA,WEST,9/30/20
HOME HEALTH AGENCY (HHA),K150111,(D) PERSONAL TOUCH HOME CARE OF KY,20 NORTH GRAND AVENUE,FORT THOMAS,KY,41075,CAMPBELL,"PERSONAL TOUCH HOME CARE OF KY, INC.",(859) 441-0200,TERRY,CARPENTER,12/31/19
HOME HEALTH AGENCY (HHA),K150125,(D) PERSONAL TOUCH HOME CARE OF KY,801 BURKSVILLE ST,COLUMBIA,KY,42728,ADAIR,PERSONAL TOUCH HOME CARE OF KY INC,(270) 384-6800,TERRY,CARPENTER,6/30/20
HOME HEALTH AGENCY (HHA),K150001,"PINEVILLE COMMUNITY HEALTH CENTER, INC HOME HEALTH",850 RIVERVIEW AVENUE,PINEVILLE,KY,40977,BELL,"PINEVILLE COMMUNITY HEALTH CENTER, INC",(606) 337-3051,ALAN,COPPOCK,11/30/19
HOME HEALTH AGENCY (HHA),K150090,"PROFESSIONAL HOME HEALTH CARE, INC",4934 SOUTH LAUREL ROAD,LONDON,KY,40744,LAUREL,"PROFESSIONAL HOME HEALTH CARE AGENCY, INC.",(606) 864-0724,DEBORAH,CARROLL,6/30/20
HOME HEALTH AGENCY (HHA),K150199,"RAINBOW, LLC","870 FAIRVIEW AVENUE, SUITE 2",BOWLING GREEN,KY,42101,WARREN,"RAINBOW, LLC",(270) 745-0033,VICKI,BATES,3/31/20
HOME HEALTH AGENCY (HHA),150049,SOMC HOME HEALTH SERVICES,787 FAIRLANE DRIVE,VANCEBURG,KY,41179,LEWIS,SOUTHERN OHIO MEDICAL CENTER,(606) 796-0056,KAREN,THOMPSON,4/30/20
HOME HEALTH AGENCY (HHA),K150032,(D) ST CLAIRE MEDICAL CENTER HOME HEALTH,222 MEDICAL CIRCLE DRIVE,MOREHEAD,KY,40351,ROWAN,SISTERS OF NOTRE DAME,(606) 783-7505,KAREN,BLEDSOE,12/31/19
HOME HEALTH AGENCY (HHA),K150074,ST ELIZABETH HOME CARE,8100 BURLINGTON PIKE,FLORENCE,KY,41042,BOONE,"ST. ELIZABETH HOME CARE SERVICES, LLC",(859) 283-1500,JENNIFER,ZELENSKY,7/31/20
HOME HEALTH AGENCY (HHA),K150167,SUNCREST HOME HEALTH,72 LONE OAK DRIVE,CADIZ,KY,42211,TRIGG,"TRIGG COUNTY HOME HEALTH, INC.",(270) 522-0488,MARCI,NIX,5/31/20
HOME HEALTH AGENCY (HHA),K150061,T. J. SAMSON COMM HOSP HOME CARE PROGRAM,1301 NORTH RACE STREET,GLASGOW,KY,42141,BARREN,"T. J. SAMSON COMMUNITY HOSPITAL, INC.",(270) 651-4430,NEIL,THORNBURY,6/30/20
HOME HEALTH AGENCY (HHA),150197,"(D) TECH MEDICAL, INC",1014 BELLEFONTE ROAD,FLATWOODS,KY,41139,GREENUP,"TECH MEDICAL, INC.",(606) 393-6606,WANDA,PARKER,12/31/19
HOME HEALTH AGENCY (HHA),K150033,THE MEDICAL CENTER HOME CARE PROGRAM,"1953 SCOTTSVILLE ROAD, SUITE 200",BOWLING GREEN,KY,42104,WARREN,BOWLING GREEN WARREN COUNTY COMMUNITY HOSPITAL COR,(270) 745-1475,LISA,LOPEZ,5/31/20
HOME HEALTH AGENCY (HHA),K150169,(D) THREE RIVERS HOME CARE,"306 COMMERCE DRIVE, SUITE 400",LOUISA,KY,41230,LAWRENCE,"LOUISA HOME CARE SERVICES, LLC",(606) 638-0521,RANDI,CAUDILL,8/31/20
HOME HEALTH AGENCY (HHA),K150102,TWIN LAKES HOME HEALTH,810 WALLACE AVENUE,LEITCHFIELD,KY,42754,GRAYSON,"TWIN LAKES HOME HEALTH AGENCY, LLC",(270) 259-9525,SHELIA,DECKER,8/31/20
HOME HEALTH AGENCY (HHA),K150015,VNA HEALTH AT HOME,"200 HIGH RISE DRIVE, SUITE 373",LOUISVILLE,KY,40213,JEFFERSON,"SAINT JOSEPH - ANC HOME CARE SERVICES, LLC",(502) 584-2456,DAN,BORRAGA,11/30/19
HOME HEALTH AGENCY (HHA),K150124,VNA HEALTH AT HOME,"2464 FORTUNE DRIVE, SUITE 110",LEXINGTON,KY,40509,FAYETTE,"SAINT JOSEPH - ANC HOME CARE SERVICES, LLC",(859) 277-5111,SUSAN,CARMICAL,5/31/20
HOME HEALTH AGENCY (HHA),K150020,VNA HEALTH AT HOME 1,740 EAST LAUREL ROAD,LONDON,KY,40741,LAUREL,CHI NATIONAL HOME CARE,(606) 877-3950,VICTORIA,SMITH,4/30/20
HOME HEALTH AGENCY (HHA),K150056,WEDCO DISTRICT HEALTH DEPARTMENT/HHA,364 ODDVILLE AVENUE,CYNTHIANA,KY,41031,HARRISON,WEDCO DISTRICT HEALTH DEPARTMENT,(859) 234-8750,CRYSTAL,CAUDILL-MILLER,3/31/20
HOME HEALTH AGENCY (HHA),K150041,(D) WHITESBURG ARH HHA,240 HOSPITAL ROAD,WHITESBURG,KY,41858,LETCHER,"APPALACHIAN REGIONAL HEALTHCARE, INC.",(606) 633-3578,SUSAN,STEWART,7/31/20
HOME HEALTH AGENCY (HHA),K150034,WHITLEY COUNTY HOME HEALTH AGENCY,368 PENNY LANE,WILLIAMSBURG,KY,40769,WHITLEY,WHITLEY COUNTY HEALTH DEPARTMENT,(606) 549-0886,MARCY,REIN,11/30/20
HOME HEALTH AGENCY (HHA)- LIC ONLY,150191,BRECKINRIDGE SERVICES,170 SYKES BOULEVARD,MORGANFIELD,KY,42437,UNION,BRECKINRIDGE SERVICES INC,(270) 389-1133,KATHY,POGUE,5/31/20
HOME HEALTH AGENCY (HHA)- LIC ONLY,150166,CABELL HUNTINGTON HOSPITAL HHA,"3333 COURT ST, STE 2",CATLETTSBURG,KY,41129,BOYD,CABELL HUNTINGTON HOSPITAL,(606) 737-8893,KEVIN,FOWLER,3/31/20
HOME HEALTH AGENCY (HHA)- LIC ONLY,K150123,"DEACONESS HOME HEALTH, LLC",610 E WALNUT STREET,EVANSVILLE,IN,47734,VANDERBURGH,"DEACONESS HOME HEALTH, LLC",(812) 425-3561,KATHY,CLODFELTER,4/30/20
HOME HEALTH AGENCY (HHA)- LIC ONLY,150201,"KENTUCKY ENERGY WORKERS HEALTHCARE, LLC",64 PLAZA DRIVE UNIT 5,GREENUP,KY,41144,GREENUP,"KENTUCKY ENERGY WORKERS HEALTHCARE, LLC",(606) 473-0392,CAMERON,COOK,3/31/20
HOME HEALTH AGENCY (HHA)- LIC ONLY,150068A,NORTH CENTRAL DISTRICT HHA,1020 HENRY CLAY STREET,SHELBYVILLE,KY,40065,SHELBY,NORTH CENTRAL DISTRICT HEALTH DEPARTMENT,(502) 633-1243,ROANYA,RICE,6/30/20
HOME HEALTH AGENCY (HHA)- LIC ONLY,150182A,OPTION CARE,"11403 BLUEGRASS PARKWAY, SUITE 400",LOUISVILLE,KY,40299,JEFFERSON,"OPTION CARE ENTERPRISES, INC",(502) 266-0123,LEIGH,UNDERHILL,1/31/20
HOME HEALTH AGENCY (HHA)- LIC ONLY,150173A,OPTION CARE,"50 WEST TECHNE CENTER DRIVE, SUITE J",MILFORD,OH,45150,CLERMONT,"OPTION CARE ENTERPRISES, INC.",(513) 576-8400,TINA,MORRIS,11/30/20
HOME HEALTH AGENCY (HHA)- LIC ONLY,150195,OPTION CARE,3487 PARK AVE,PADUCAH,KY,42001,MCCRACKEN,"OPTION CARE ENTERPRISES, INC.",(270) 415-9430,VICKI,FOX,11/30/20
HOME HEALTH AGENCY (HHA)- LIC ONLY,150188,PROFESSIONAL CASE MANAGEMENT OF KENTUCKY,109 MEMORIAL DRIVE,PADUCAH,KY,42001,MCCRACKEN,"PROFESSIONAL CASE MANAGEMENT OF KENTUCKY, LLC",(270) 442-1366,MICHELLE,GRAY,10/31/20
HOME HEALTH AGENCY (HHA)- LIC ONLY,150194,RIVER'S BEND RETIREMENT COMMUNITY,300 BEECH STREET,KUTTAWA,KY,42055,LYON,"RBRC, INC",(270) 388-2868,STACEY,BULLOCK,9/30/20
HOSPICE,400031,APPALACHIAN HOSPICE CARE,1414 SOUTH MAYO TRAIL,PIKEVILLE,KY,41502,PIKE,"APPALACHIAN HOSPICE CARE, INC.",(606) 432-2112,SHARON,BRANHAM,9/30/20
HOSPICE,400035,BAPTIST HEALTH HOSPICE,418 NORTH SCOTT STREET,MADISONVILLE,KY,42431,HOPKINS,"BAPTIST HEALTH MADISONVILLE, INC.",(270) 326-4660,REBECCA,CARTRIGHT,5/31/20
HOSPICE,400015,(D) COMMUNITY HOSPICE,1480 CARTER AVENUE,ASHLAND,KY,41101,BOYD,"COMMUNITY HOSPICE, INC.",(606) 329-1890,SUSAN,HUNT,9/30/20
HOSPICE,400010,"HERITAGE HOSPICE, INC",120 ENTERPRISE DRIVE,DANVILLE,KY,40422,BOYLE,"HERITAGE HOSPICE, INC.",(859) 236-2425,JANELLE,WHEELER,8/31/20
HOSPICE,400002,"(D) HOSPARUS, INC",3532 EPHRAIM MCDOWELL DRIVE,LOUISVILLE,KY,40205,JEFFERSON,HOSPARUS INC.,(502) 456-6200,PHILLIP,MARSHALL,8/31/20
HOSPICE,400016,(D) HOSPICE CARE OF ST ELIZABETH HEALTHCARE,483 SOUTH LOOP ROAD,EDGEWOOD,KY,41017,KENTON,"ST. ELIZABETH MEDICAL CENTER, INC.",(859) 301-4600,JOAN,MCCALL,5/31/20
HOSPICE,400014,"HOSPICE CARE PLUS, INC",208 KIDD DRIVE,BEREA,KY,40403,MADISON,"HOSPICE CARE PLUS, INC.",(859) 986-1500,GAIL,MCGILLIS,8/31/20
HOSPICE,400027,HOSPICE EAST,407 SHOPPERS DRIVE,WINCHESTER,KY,40392,CLARK,"HOSPICE EAST, INC.",(859) 744-9866,DEBBIE,JONES,5/31/20
HOSPICE,400033,HOSPICE OF HOPE INC,909 KENTON STATION DRIVE,MAYSVILLE,KY,41056,MASON,"HOSPICE OF HOPE, INC.",(606) 759-4050,KAVIN,CARTMELL,2/29/20
HOSPICE,400028,HOSPICE OF LAKE CUMBERLAND,100 PARKWAY DRIVE,SOMERSET,KY,42503,PULASKI,"HOSPICE OF LAKE CUMBERLAND, INC.",(606) 679-4389,EURETHA,GODBY,12/31/19
HOSPICE,400032,HOSPICE OF OHIO COUNTY,107 GILLESPIE STREET,HARTFORD,KY,42347,OHIO,"OHIO COUNTY HOSPITAL, INC.",(270) 298-9507,ANGELA,COFFMAN,11/30/20
HOSPICE,400006,HOSPICE OF SOUTHERN KENTUCKY,5872 SCOTTSVILLE ROAD,BOWLING GREEN,KY,42104,WARREN,"HOSPICE OF SOUTHERN KENTUCKY, INC.",(270) 782-3402,ELLEN,SLEDGE,6/30/20
HOSPICE,400003,"HOSPICE OF THE BLUEGRASS, INC DBA BLUEGRASS CARE N",2312 ALEXANDRIA DRIVE,LEXINGTON,KY,40504,FAYETTE,"HOSPICE OF THE BLUEGRASS, INC.",(859) 276-5344,ELIZABETH,DURST - FOWLER,9/30/20
HOSPICE,400005,HOSPICE OF WESTERN KENTUCKY,3419 WATHENS CROSSING,OWENSBORO,KY,42301,DAVIESS,"HOSPICE AND PALLIATIVE CARE OF THE OHIO VALLEY, IN",(270) 926-7565,BELINDA,LITTELL,6/30/20
HOSPICE,400009,"MERCY HEALTH - HOSPICE, PADUCAH",911 JOE CLIFTON DRIVE,PADUCAH,KY,42001,MCCRACKEN,MERCY HEALTH - LOURDES HOSPITAL LLC,(270) 415-3636,KAY,WILLIAMS,12/31/19
HOSPICE,400013,MOUNTAIN COMMUNITY HOSPICE DBA BLUEGRASS CARE NAVI,"57 DENNIS SANDLIN, MD COVE",HAZARD,KY,41701,PERRY,"HOSPICE OF THE BLUEGRASS, INC.",(606) 439-2111,ELIZABETH,FOWLER,8/31/20
HOSPICE,400007,MURRAY CALLOWAY COUNTY HOSPITAL HOSPICE,1959 STATE ROUTE 94W,MURRAY,KY,42071,CALLOWAY,MURRAY-CALLOWAY CO. PUBLIC HOSPITAL CORPORATION,(270) 767-3670,SHERRI,BOYD,6/30/20
HOSPICE,400012,PENNYROYAL HOSPICE INC,220 BURLEY AVENUE,HOPKINSVILLE,KY,42240,CHRISTIAN,"PENNYROYAL HOSPICE, INC.",(270) 885-6428,KELLY,MARTIN,3/31/20
HOSPICE,400004,ST ANTHONY'S HOSPICE INC,2410 SOUTH GREEN STREET,HENDERSON,KY,42420,HENDERSON,"ST. ANTHONY'S HOSPICE, INC.",(270) 826-2326,KENDRA,MARSH,12/31/19
HOSPICE,400008,(D) ST CLAIRE HOSPICE/PALLIATIVE CARE,201 LYONS AVENUE,MOREHEAD,KY,40351,ROWAN,"ST. CLAIRE MEDICAL CENTER, INC.",(606) 783-6808,KAREN,BLEDSOE,6/30/20
HOSPICE,400039,T J SAMSON COMMUNITY HOSPITAL HOME CARE HOSPICE,1301 NORTH RACE STREET,GLASGOW,KY,42142,BARREN,T.J. SAMSON COMMUNITY HOSPITAL,(270) 651-4430,NEIL,THORNBURY,11/30/20
HOSPICE,400021,VNA HEALTH AT HOME,711 MCDOWELL BOULEVARD,BARDSTOWN,KY,40004,NELSON,"SAINT JOSEPH-ANC HOME CARE SERVICES, LLC",(502) 349-5500,DAN,BORRAGA,1/31/20
HOSPICE,400026,VNA HEALTH AT HOME 1,740 EAST LAUREL ROAD,LONDON,KY,40741,LAUREL,CHI NATIONAL HOME CARE,(606) 877-3950,VICTORIA,SMITH,5/31/20
HOSPICE-RESIDENTIAL,400050,ANNA MAE OWEN RESIDENTIAL HOSPICE HOUSE,1959 STATE ROUTE 94 WEST,MURRAY,KY,42071,CALLOWAY,MURRAY-CALLOWAY COUNTY PUBLIC HOSPITAL CORPORATION,(270) 767-3672,SHERRI,BOYD,10/31/20
HOSPICE-RESIDENTIAL,400040,COMMUNITY HOSPICE CARE CENTER,2330 POLLARD ROAD,ASHLAND,KY,41101,BOYD,"COMMUNITY HOSPICE, INC.",(606) 329-0767,SUSAN,HUNT,2/29/20
HOSPICE-RESIDENTIAL,400043,COMPASSIONATE CARE CENTER,350 ISAACS LANE,RICHMOND,KY,40475,MADISON,"HOSPICE CARE PLUS, INC.",(859) 626-9292,GAIL,MCGILLIS,8/31/20
HOSPICE-RESIDENTIAL,400049,HOSPICE OF LAKE CUMBERLAND,305 LANGDON STREET,SOMERSET,KY,42503,PULASKI,"HOSPICE OF LAKE CUMBERLAND, INC.",(606) 679-4389,EURETHA,GODBY,5/31/20
HOSPICE-RESIDENTIAL,400044,"HOSPICE OF SOUTHERN KENTUCKY, INC",5872 SCOTTSVILLE ROAD,BOWLING GREEN,KY,42104,WARREN,"HOSPICE OF SOUTHERN KENTUCKY, INC.",(270) 746-9300,ELLEN,SLEDGE,11/30/20
HOSPICE-RESIDENTIAL,400048,HOSPICE OF WESTERN KENTUCKY - HEARTFORD HOUSE,2914 OLD HARTFORD ROAD,OWENSBORO,KY,42303,DAVIESS,"HOSPICE & PALLIATIVE CARE OF THE OHIO VALLEY, INC.",(270) 926-7565,BELINDA,BLAIR,10/31/20
HOSPICE-RESIDENTIAL,400046,MOUNTAIN COMMUNITY HOSPICE CARE CENTER DBA BLUEGRA,101 DENNIS SANDLIN MD COVE,HAZARD,KY,41701,PERRY,"HOSPICE OF THE BLUEGRASS, INC.",(606) 487-2800,LIZ,FOWLER,6/30/20
HOSPICE-RESIDENTIAL,400042,SAINT ELIZABETH MEDICAL CENTER-CAROL ANN AND RALPH,483 SOUTH LOOP DRIVE,EDGEWOOD,KY,41017,KENTON,ST. ELIZABETH MEDICAL CENTER,(859) 301-4600,LORI,BROWNE,5/31/20
HOSPICE-RESIDENTIAL,400045,ST ANTHONY'S HOSPICE-LUCY SMITH KING CARE CENTER,1305 NORTH ELM STREET,HENDERSON,KY,42420,HENDERSON,ST. ANTHONY'S HOSPICE,(270) 631-2450,KENDRA,MARSH,12/31/19
HOSPICE-RESIDENTIAL,400047,THE CARE CENTER AT KENTON POINTE,1435 KENTON POINTE WAY,MAYSVILLE,KY,41056,MASON,"HOSPICE OF HOPE, INC.",(606) 759-0107,KAVIN,CARTMELL,11/30/20
MRDD GROUP HOMES,850066,"BRIGHT LIFE FARMS, INC",10200 FARMERSVILLE ROAD,PRINCETON,KY,42445,CALDWELL,"BRIGHT LIFE FARMS, INC.",(270) 365-0830,ROBERTA,ROBERTSON,6/30/20
MRDD GROUP HOMES,850026,CEDAR LAKE RESIDENCES GROUP HOME,618 BELLEWOOD ROAD,ANCHORAGE,KY,40223,JEFFERSON,"CEDAR LAKE RESIDENCES, INC.",(502) 222-2058,JASON,SQUIRES,2/29/20
MRDD GROUP HOMES,850027,CEDAR VALLEY GROUP HOME,"549 BELLEWOOD DR, REGENCY SUBDIVISION, LOT 11",ELIZABETHTOWN,KY,42701,HARDIN,"COMMUNICARE, INC.",(270) 765-2605,DAN,SIMPSON,2/29/20
MRDD GROUP HOMES,850010,"COMPREHEND, INC GROUP HOME",4011 HIGHWAY 10,MAYSVILLE,KY,41056,MASON,"COMPREHEND, INC., REGION VIII MH/MR BORARD, INC.",(606) 564-4016,PAMELA,VAUGHT,3/31/20
MRDD GROUP HOMES,850045,DAY SPRING MEN'S HOME,3421 DAY SPRING COURT,LOUISVILLE,KY,40213,JEFFERSON,"DAY SPRING, INC.",(502) 635-1852,SUSAN,MILLER,10/31/20
MRDD GROUP HOMES,850044,DAY SPRING WOMEN'S HOME,3439 DAY SPRING COURT,LOUISVILLE,KY,40213,JEFFERSON,"DAY SPRING, INCORPORATED",(502) 637-7331,SUSAN,MILLER,10/31/20
MRDD GROUP HOMES,850073,EGAN HOUSE,25 EAST CRESCENT AVENUE,NEWPORT,KY,41071,CAMPBELL,"THE POINT/ARC OF NORTHERN KENTUCKY, INC.",(859) 491-9191,CARISSA,SHELL,1/31/20
MRDD GROUP HOMES,850031,"GREEN RIVER INDEPENDENT LIVING II, INC",316 EAST 8TH STREET,BEAVER DAM,KY,42320,OHIO,"GREEN RIVER INDEPENDENT LIVING II, INC.",(270) 689-6700,WANDA,FIGUEROA PERALTA,8/31/20
MRDD GROUP HOMES,850032,HALLMARK GROUP HOME,606 HOOKS LANE,HARDINSBURG,KY,40143,BRECKINRIDGE,"COMMUNICARE, INCORPORATED",(270) 756-5358,DAN,SIMPSON,12/31/19
MRDD GROUP HOMES,850037,HENDERSON GROUP HOME,1660 SOUTH MAIN STREET,HENDERSON,KY,42420,HENDERSON,"HENDERSON GROUP HOME, INC.",(270) 689-6700,WANDA,FIGUEROA-PERALTA,8/31/20
MRDD GROUP HOMES,850036,LIFESKILLS RESIDENTIAL DEVELOPMENT,105 EDGEWOOD DRIVE,RUSSELLVILLE,KY,42276,LOGAN,"LIFESKILLS, INCORPORATED",(270) 726-3667,JOE,BEAVERS,5/31/20
MRDD GROUP HOMES,850007,LINCOLN TRAIL RESIDENTIAL SERVICES,200 DIECKS DRIVE,ELIZABETHTOWN,KY,42701,HARDIN,"COMMUNICARE, INC.",(270) 737-2614,DAN,SIMPSON,6/30/20
MRDD GROUP HOMES,850024,MARC-ANCHOR HOUSE,1910 BRANDENBURG ROAD,BRANDENBURG,KY,40108,MEADE,"MEADE ASSOCIATION FOR REMARKABLE CITIZENS, INC.",(270) 422-5335,MARY,GREENWELL,2/29/20
MRDD GROUP HOMES,850050,MICHAEL ZALLA HOUSE,3102 LOCUST HOLLOW LANE,EDGEWOOD,KY,41017,KENTON,THE POINT/ARC OF NORTHERN KENTUCKY,(859) 291-5538,TERRI,ANGEL,7/31/20
MRDD GROUP HOMES,850088,"PHILLIP HALL HOUSE BRIGHT LIFE FARMS, INC",160 BRIGHT LIFE LANE,PRINCETON,KY,42445,CALDWELL,"BRIGHT LIFE FARMS, INC.",(270) 365-0830,ROBERTA,ROBERTSON,Pending Renewal
MRDD GROUP HOMES,850022,QUEST FARM / LANDON HOUSE #2,627 GLASS PIKE,GEORGETOWN,KY,40324,SCOTT,"QUEST FARM, INC.",(502) 535-6064,SPENCER,WAHL,2/29/20
MRDD GROUP HOMES,850021,QUEST FARM / RICHEY HOUSE #1,627 GLASS PIKE,GEORGETOWN,KY,40324,SCOTT,"QUEST FARM, INC.",(502) 535-6064,SPENCER,WAHL,2/29/20
MRDD GROUP HOMES,850028,QUEST FARM / VOLUNTEER HOUSE # 3,627 GLASS PIKE,GEORGETOWN,KY,40324,SCOTT,"QUEST FARM, INC.",(502) 535-6064,SPENCER,WAHL,2/29/20
MRDD GROUP HOMES,850019,RIVERWOOD GROUP HOME,421 SOUTH NINTH STREET,PADUCAH,KY,42001,MCCRACKEN,FOUR RIVERS BEHAVIORAL HEALTH,(270) 443-6404,TERRY,HUDSPETH,9/30/20
MRDD GROUP HOMES,850082,"THE LEROY OLIVER HOUSE, BRIGHT LIFE FARMS, INC",120 BRIGHT LIFE LANE,PRINCETON,KY,42445,CALDWELL,"BRIGHT LIFE FARMS, INC.",(270) 365-1300,ROBERTA,ROBERTSON,11/30/20
MRDD GROUP HOMES,850085,THE POINT,890 GILBERT RIDGE ROAD,ALEXANDRIA,KY,41001,CAMPBELL,THE POINT/ARC OF NORTHERN KENTUCKY,(859) 491-9191,TERRI,ANGEL,5/31/20
MRDD GROUP HOMES,850083,THE POINT (COLLIER),2992 COLLIER LANE,BURLINGTON,KY,41005,BOONE,THE POINT ARC OF N. KY,(859) 491-9191,TERRI,ANGEL,2/29/20
MRDD GROUP HOMES,850087,THE POINT (FISCHER),884 GILBERT RIDGE ROAD,ALEXANDRIA,KY,41001,CAMPBELL,THE POINT/ ARC OF N KY,(859) 491-9191,TERRI,ANGEL,12/31/19
MRDD GROUP HOMES,850084,THE POINT (MEADOWVIEW DRIVE),8266 MEADOWVIEW DRIVE,FLORENCE,KY,41042,BOONE,THE POINT ARC OF N. KY,(859) 491-9191,TERRI,ANGEL,5/31/20
MRDD GROUP HOMES,850070,THE RENEE SON HOUSE,80 BRIGHT LIFE LANE,PRINCETON,KY,42445,CALDWELL,"BRIGHT LIFE FARMS, INC.",(270) 365-0677,ROBERTA,ROBERTSON,10/31/20
MRDD GROUP HOMES,850014,TOM MCKAY CENTER,329 SOUTH THIRD STREET,BARDSTOWN,KY,40004,NELSON,"COMMUNICARE, INC.",(502) 348-6090,DAN,SIMPSON,3/31/20
MRDD GROUP HOMES,850076,"VOA/ORV BUNKER HILL COURT, INC",11567 BUNKER HILL COURT,INDEPENDENCE,KY,41051,KENTON,"VOLUNTEERS OF AMERICA OF KENTUCKY, INC",(859) 372-5600,BARBARA,MCKEE,3/31/20
MRDD GROUP HOMES,850017,"VOA/ORV HOPEFUL ROAD, INC",6772 HOPEFUL ROAD,FLORENCE,KY,41042,BOONE,"VOLUNTEERS OF AMERICA OF KENTUCKY, INC",(859) 372-5600,BARBARA,MCKEE,3/31/20
MRDD GROUP HOMES,850018,"VOA/ORV RIVER ROAD, INC",435 RIVER ROAD,FORT THOMAS,KY,41075,CAMPBELL,"VOLUNTEERS OF AMERICA OF KENTUCKY, INC",(859) 372-5600,BARBARA,MCKEE,8/31/20
MRDD GROUP HOMES,850016,WILLOW APARTMENTS,230 EAST WILLOW DRIVE,MAYFIELD,KY,42066,GRAVES,"WILLOW APARTMENTS GROUP HOME, INC.",(270) 247-1970,TERRY,HUDSPETH,3/31/20
OUTPATIENT HEALTH CARE CLINIC,300179,MEDICAL CENTER JEWISH SOUTH,1903 WEST HEBRON LANE,SHEPHERDSVILLE,KY,40165,BULLITT,JEWISH HOSPITAL & ST MARY'S HEALTHCARE INC,(502) 955-3001,DORIE,SHELBURNE,6/30/20
PORTABLE X-RAY SUPPLIERS,720385,BIOTECH X-RAY,929 ROSEWOOD DRIVE,VILLA HILLS,KY,41017,KENTON,BTX - KOI INC,(513) 741-1600,TAMARA,SCHWARTZ,Pending Renewal
PORTABLE X-RAY SUPPLIERS,720316,"EXPRESS MOBILE DIAGNOSTIC SERVICES, LLC",712 LYNDON LANE,LOUISVILLE,KY,40222,JEFFERSON,"EXPRESS MOBILE DIAGNOSTIC SERVICES, LLC",(502) 708-1330,CHRIS,LOMICKA,Pending Renewal
PORTABLE X-RAY SUPPLIERS,720043,"KENTUCKIANA RADIOLOGY SERVICES, INC",4106 EASTMOOR ROAD,LOUISVILLE,KY,40218,JEFFERSON,"KENTUCKIANA RADIOLOGY SERVICES, INC.",(502) 876-6644,FREDERICK,STEINBERG,Pending Renewal
