,address_x,agency,arrival_time_primary_unit,beat,closed_time_incident,community_council_neighborhood,create_time_incident,dispatch_time_primary_unit,disposition_text,district,event_number,incident_type_desc,incident_type_id,latitude_x,longitude_x,priority,priority_color
101,18XX WESTWOOD AV,CPD,2017-02-19T00:58:27.000,P341,2017-02-19T01:01:14.000,SOUTH FAIRMOUNT,2017-02-19T00:51:38.000,2017-02-19T00:51:52.000,INV: INV,3,CPD170219000103,,HEROINP-COMBINED,39.1248055847056,-84.5619718153353,2,
102,COLERAIN AV / MT AIRY AV,CPD,,P541,2017-11-18T08:32:21.000,MOUNT AIRY,2017-11-18T08:32:21.000,,ADV:ADVISED,5,CPD171118000371,DRUG COMPLAINT REFERRAL,DRUGR,39.1959830001195,-84.576355,35,PURPLE
103,35XX MOONEY AV,CPD,2017-02-14T10:22:22.000,P222,2017-02-14T10:31:07.000,HYDE PARK,2017-02-14T10:05:06.000,2017-02-14T10:17:17.000,INV: INV,2,CPD170214000449,,DRUG,39.1428809885106,-84.4457303832304,3,
104,30XX BURNET AV,CPD,,P431,2017-06-09T11:41:21.000,AVONDALE,2017-06-09T11:33:15.000,,CAN:CANCEL,4,CPD170609000705,DRUG ACTIVITY,DRUG,39.1356509462903,-84.501060856459,7,YELLOW
105,1XX E CLIFTON AV,CPD,2017-12-08T14:34:51.000,P121,2017-12-08T15:33:06.000,OTR,2017-12-08T14:27:12.000,2017-12-08T14:28:23.000,INV: INV,1,CPD171208000874,DRUG ACTIVITY,DRUG,39.1157330001196,-84.514026,7,YELLOW
106,78XX DAWN RD,CPD,,P451,2017-08-22T17:53:02.000,ROSELAWN,2017-08-22T17:53:02.000,,"ADV:ADVISED,CAN:CANCEL",4,CPD170822001423,DRUG COMPLAINT REFERRAL,DRUGR,39.2062940001194,-84.460833,35,PURPLE
107,18XX LINN ST,CPD,2017-07-08T10:52:18.000,P131,2017-07-08T10:52:26.000,WEST END,2017-07-08T10:46:46.000,2017-07-08T10:48:13.000,GOA: GOA,1,CPD170708000511,DRUG ACTIVITY,DRUG,39.1167040001195,-84.527843,7,YELLOW
108,15XX LINGO ST,CPD,2017-06-09T11:16:59.000,P531,2017-06-09T11:18:50.000,NORTHSIDE,2017-06-09T10:37:34.000,2017-06-09T11:06:20.000,GOA: GOA,5,CPD170609000631,DRUG ACTIVITY,DRUG,39.1617190380038,-84.537667515878,7,YELLOW
109,34XX BROOKLINE AV,CPD,2017-02-13T21:03:33.000,P521,2017-02-13T21:16:15.000,CLIFTON,2017-02-13T20:57:23.000,2017-02-13T20:58:24.000,GOA: GOA,5,CPD170213001581,,DRUG,39.1432242447154,-84.5155416811241,3,
110,34XX WARSAW AV,CPD,2017-10-12T16:37:20.000,P321,2017-10-12T18:04:34.000,EAST PRICE HILL,2017-10-12T16:30:26.000,2017-10-12T16:35:46.000,ARR: ARREST,3,CPD171012001413,DRUG ACTIVITY,DRUG,39.1104020001195,-84.567008,7,YELLOW
111,8XX HUTCHINS AV,CPD,,P431,2017-02-02T14:12:37.000,AVONDALE,2017-02-02T14:12:37.000,,CAN:CANCEL,4,CPD170202000834,,DRUG,39.1449360420486,-84.4863275807875,3,
112,SHAW AV / GRIFFITHS AV,CPD,,P222,2017-05-25T16:16:46.000,HYDE PARK,2017-05-25T16:15:40.000,,CAN:CANCEL,2,CPD170525001211,,DRUGR,39.1428330000896,-84.440811,6,
113,46XX KINGS RUN DR,CPD,2017-10-23T14:45:58.000,P531,2017-10-23T14:58:52.000,SPRING GROVE VILLAGE,2017-10-23T14:45:58.000,2017-10-23T14:45:58.000,INV: INV,5,CPD171023000917,DRUG ACTIVITY,DRUG,39.1755700001195,-84.510439,7,YELLOW
114,HARRISON AV / FENTON AV,CPD,,P331,2017-05-04T13:11:06.000,SOUTH FAIRMOUNT - WESTWOOD,2017-05-04T13:11:06.000,,CAN:CANCEL,3,CPD170504000751,,DRUGR,39.1375300000896,-84.575434,6,
115,SPRINGMEADOW DR / CLEARBROOK DR,CPD,,P441,2017-03-05T18:08:21.000,PADDOCK HILLS,2017-03-05T18:05:00.000,,CAN:CANCEL,4,CPD170305001073,,DRUG,39.1670430000896,-84.481786,3,
116,KEENAN AV / STATION AV,CPD,,P531,2017-05-19T12:45:02.000,SPRING GROVE VILLAGE,2017-05-19T12:45:02.000,,CAN:CANCEL,5,CPD170519000812,,DRUGR,39.1674190000896,-84.518958,6,
117,7XX STATE AV,CPD,2017-02-21T10:49:45.000,P313,2017-02-21T11:11:22.000,LOWER PRICE HILL,2017-02-21T10:38:28.000,2017-02-21T10:39:50.000,HBF: HANDLED BY FIRE,3,CPD170221000511,,HEROINP-COMBINED,39.1047553013248,-84.5535737153504,2,
118,47XX KENARD AV,CP,,P531,2017-01-01T19:13:07.000,SPRING GROVE VILLAGE,2017-01-01T19:13:07.000,,ADVISED,5,LCP170101001306,DRUG COMPLAINT NOT I,DRUGR,39.1634476300896,-84.51410699,6,
119,8XX MAIN ST,CPD,,P011,2017-06-08T21:49:24.000,DOWNTOWN,2017-06-08T21:49:24.000,,ADV:ADVISED,1,CPD170608001827,DRUG COMPLAINT REFERRAL,DRUGR,39.1059224070735,-84.511433355688,35,PURPLE
120,33XX STATHEM AV,CPD,2017-03-31T14:15:08.000,P331,2017-03-31T16:24:19.000,WESTWOOD,2017-03-31T14:05:33.000,2017-03-31T14:11:12.000,ARR: ARREST,3,CPD170331000941,,HEROINP-COMBINED,39.1488070937088,-84.6019179877172,2,
121,23XX VICTORY PKWY,CPD,,P421,2017-05-23T14:00:45.000,WALNUT HILLS,2017-05-23T14:00:45.000,,CAN:CANCEL,4,CPD170523001037,,DRUGR,39.1245320139765,-84.4857748825601,6,
122,JACKSON ST / E CENTRAL PKWY,CPD,2017-06-12T17:25:47.000,P121,2017-06-12T17:25:57.000,OTR,2017-06-12T17:09:58.000,2017-06-12T17:22:59.000,GOA: GOA,1,CPD170612001246,DRUG ACTIVITY,DRUG,39.1068430000896,-84.514227,7,YELLOW
123,3XX MCGREGOR AV,CPD,2017-03-29T12:35:37.000,P411,2017-03-29T12:36:51.000,MOUNT AUBURN,2017-03-29T12:07:12.000,2017-03-29T12:31:31.000,GOA: GOA,4,CPD170329000670,,DRUG,39.1233087119597,-84.5011539449927,3,
124,41XX WITLER ST,CP,2017-01-04T20:25:20.000,P533,2017-01-04T20:25:34.000,NORTHSIDE,2017-01-04T20:14:06.000,2017-01-04T20:17:54.000,GOA - GONE ON ARRIVAL,5,LCP170104001424,,DRUG,39.1637402900896,-84.54477412,,
125,25XX ADDISON ST,CPD,2017-05-30T23:42:39.000,P511,2017-05-31T02:53:02.000,CUF,2017-05-30T23:35:23.000,2017-05-30T23:36:33.000,ARR: ARREST,5,CPD170530002005,,HEROINP-COMBINED,39.1270052173402,-84.5326297289312,2,
126,30XX BURNET AV,CPD,2017-02-26T21:07:43.000,P431,2017-02-26T21:42:08.000,AVONDALE,2017-02-26T20:53:13.000,2017-02-26T21:41:50.000,316: AIDED CASE RPT,4,CPD170226001271,,HEROINP-COMBINED,39.1346909462903,-84.501610856459,2,
127,40XX GLENWAY AV,CP,2017-01-23T09:09:31.000,P324,2017-01-23T09:32:23.000,WEST PRICE HILL,2017-01-23T08:57:31.000,2017-01-23T08:59:50.000,ASSIST,3,LCP170123000358,HEROIN OD,HEROIN,39.1135767400896,-84.57971509,2,
128,SUMMIT RD / STILLWELL RD,CPD,2017-08-11T14:13:15.000,P451,2017-08-11T14:17:59.000,ROSELAWN,2017-08-11T13:54:34.000,2017-08-11T14:08:38.000,GOA: GOA,4,CPD170811000892,DRUG ACTIVITY,DRUG,39.2029850001195,-84.456608,7,YELLOW
129,16XX MINION AV,CPD,2017-08-13T12:59:33.000,P321,2017-08-13T13:13:33.000,WEST PRICE HILL,2017-08-13T12:06:17.000,2017-08-13T12:42:38.000,INV: INV,3,CPD170813000607,DRUG ACTIVITY,DRUG,39.1189380001195,-84.575088,7,YELLOW
130,32XX VICTORY PKWY,CPD,2017-07-14T20:35:32.000,P211,2017-07-14T20:53:51.000,EVANSTON,2017-07-14T20:21:19.000,2017-07-14T20:23:20.000,INV: INV,2,CPD170714001759,DRUG ACTIVITY,DRUG,39.1403160001195,-84.480336,7,YELLOW
131,WALNUT ST / E 14TH ST,CPD,2017-02-01T16:27:44.000,P121,2017-02-01T16:37:29.000,OTR,2017-02-01T15:21:22.000,2017-02-01T16:27:44.000,GOA: GOA,1,CPD170201001019,,DRUG,39.1108500000897,-84.514793,3,
132,ROCKDALE AV / LARONA AV,CPD,2017-04-09T19:42:05.000,P431,2017-04-09T19:54:57.000,AVONDALE,2017-04-09T19:35:37.000,2017-04-09T19:37:18.000,GOA: GOA,4,CPD170409001296,,DRUG,39.1452210000896,-84.50441,3,
133,29XX BURNET AV,CPD,2017-10-21T10:08:52.000,P431,2017-10-21T11:09:55.000,AVONDALE,2017-10-21T09:59:09.000,2017-10-21T10:01:03.000,INV: INV,4,CPD171021000491,DRUG ACTIVITY,DRUG,39.1330360001195,-84.500285,7,YELLOW
134,36XX MCHENRY AV,CPD,2017-08-02T17:01:49.000,P331,2017-08-02T17:06:55.000,EAST WESTWOOD,2017-08-02T14:34:20.000,2017-08-02T16:54:46.000,GOA: GOA,3,CPD170802001016,DRUG ACTIVITY,DRUG,39.1502350001195,-84.563583,7,YELLOW
135,9XX MT ADAMS DR,CPD,2017-06-16T14:22:30.000,P111,2017-06-16T15:11:28.000,WALNUT HILLS,2017-06-16T14:22:30.000,2017-06-16T14:22:30.000,HBF: HANDLED BY FIRE,1,CPD170616001071,,HEROINP-COMBINED,39.1116464565465,-84.4953354657958,2,
136,1XX ESCALON ST,CPD,,P461,2017-07-19T17:03:20.000,CARTHAGE,2017-07-19T16:56:25.000,,"CAN:CANCEL,GOA: GOA",4,CPD170719001256,DRUG COMPLAINT REFERRAL,DRUGR,39.1994900001194,-84.479159,35,PURPLE
137,45XX CLEARVIEW AV,CPD,,P321,2017-07-07T00:37:36.000,WEST PRICE HILL,2017-07-07T00:37:04.000,,"315: FALSE ALARM REPORT,CAN:CA",3,CPD170707000031,DRUG COMPLAINT REFERRAL,DRUGR,39.1103790001195,-84.591314,35,PURPLE
138,XX ROEBLING SUSPENSION BRIDGE,CPD,2017-09-10T19:21:24.000,P011,2017-09-10T19:25:02.000,DOWNTOWN,2017-09-10T19:13:19.000,2017-09-10T19:16:03.000,GOA: GOA,1,CPD170910001373,,HEROINP-COMBINED,39.0959300001196,-84.511268,2,
139,8XX HUTCHINS AV,CPD,2017-11-07T10:44:28.000,P431,2017-11-07T10:56:56.000,AVONDALE,2017-11-07T10:33:35.000,2017-11-07T10:36:00.000,GOA: GOA,4,CPD171107000508,DRUG ACTIVITY,DRUG,39.1450810001195,-84.485554,7,YELLOW
140,12XX REGENT AV,CPD,,P451,2017-07-24T09:59:36.000,BOND HILL,2017-07-24T09:59:36.000,,ADV:ADVISED,4,CPD170724000489,DRUG COMPLAINT REFERRAL,DRUGR,39.1771100001195,-84.476081,35,PURPLE
141,JEROME AV / HANFIELD ST,CPD,,P531,2017-05-14T20:39:31.000,NORTHSIDE,2017-05-14T20:39:31.000,,CAN:CANCEL,5,CPD170514001454,,DRUGR,39.1633240000896,-84.551458,6,
142,7XX E MCMILLAN ST,CPD,,P421,2017-02-06T18:01:10.000,WALNUT HILLS,2017-02-06T17:39:57.000,2017-02-06T18:01:05.000,GOA: GOA,4,CPD170206001288,,DRUG,39.1255350538512,-84.490595855439,3,
143,IOWA AV / MCGREGOR AV,CPD,,P421,2017-04-14T15:54:24.000,WALNUT HILLS,2017-04-14T15:49:36.000,,CAN:CANCEL,4,CPD170414001151,,DRUG,39.1220350000896,-84.500234,3,
144,30XX COLERAIN AV,CPD,2017-03-17T19:20:17.000,P521,2017-03-17T20:03:53.000,CAMP WASHINGTON,2017-03-17T19:13:36.000,2017-03-17T19:16:49.000,INV: INV,5,CPD170317001338,,HEROINP-COMBINED,39.1378054031161,-84.5376204326315,2,
145,17XX LANG ST,CPD,2017-06-01T14:01:59.000,P121,2017-06-01T15:26:46.000,OTR,2017-06-01T13:48:05.000,2017-06-01T13:58:09.000,INV: INV,1,CPD170601000997,DRUG ACTIVITY,DRUG,39.1155194571812,-84.5133882074522,7,YELLOW
146,WARD ST / SIERRA ST,CPD,2017-06-19T15:31:17.000,P231,2017-06-19T16:56:25.000,MADISONVILLE,2017-06-19T15:29:08.000,2017-06-19T15:30:46.000,ARR: ARREST,2,CPD170619000981,,HEROINP-COMBINED,39.1612340000896,-84.391838,2,
147,83XX ANTHONY WAYNE AV,CPD,,P461,2017-09-12T20:40:23.000,HARTWELL,2017-09-12T20:10:56.000,2017-09-12T20:12:21.000,CAN:CANCEL,4,CPD170912001486,,HEROINP-COMBINED,39.2142160001193,-84.464451,2,
148,10XX GRAND AV,CPD,2017-12-01T09:40:03.000,P321,2017-12-01T11:22:11.000,EAST PRICE HILL,2017-12-01T09:34:27.000,2017-12-01T09:36:31.000,AST: ASSIST,3,CPD171201000426,,HEROINP-COMBINED,39.1093760001195,-84.560822,2,
149,12XX GILPIN AV,CPD,2017-04-29T22:10:48.000,P211,2017-04-29T22:11:46.000,WALNUT HILLS,2017-04-29T22:01:03.000,2017-04-29T22:01:51.000,GOA: GOA,4,CPD170429001758,,DRUG,39.1338180001195,-84.479049,3,
150,9XX GRAND AV,CPD,2017-03-17T00:56:20.000,P321,2017-03-17T02:30:26.000,EAST PRICE HILL,2017-03-17T00:43:16.000,2017-03-17T00:45:32.000,INV: INV,3,CPD170317000045,,HEROINP-COMBINED,39.1087850016231,-84.5604756202073,2,
151,28XX MELROSE AV,CPD,,P421,2017-05-22T11:54:56.000,WALNUT HILLS,2017-05-22T11:47:33.000,,INV: INV,4,CPD170522000710,,DRUG,39.1307456484908,-84.4897099220005,3,
152,9XX MOUND ST,CPD,,P131,2017-06-08T11:44:39.000,WEST END,2017-06-08T11:44:39.000,,ADV:ADVISED,1,CPD170608000619,DRUG ACTIVITY,DRUG,39.1051049687197,-84.5225121770653,7,YELLOW
153,21XX ST MICHAEL ST,CPD,,P313,2017-05-10T16:12:30.000,LOWER PRICE HILL,2017-05-10T15:13:48.000,2017-05-10T15:56:02.000,GOA: GOA,3,CPD170510001039,,DRUG,39.1029335256521,-84.5521642080655,3,
154,47XX KENARD AV,CPD,2017-09-21T18:45:19.000,P531,2017-09-21T19:25:48.000,SPRING GROVE VILLAGE,2017-09-21T18:21:36.000,2017-09-21T18:21:40.000,311:SUPPLEMENTAL RPT,5,CPD170921001539,,HEROINP-COMBINED,39.1642600001195,-84.513761,2,
155,KENNETH AV / ATWOOD AV,CPD,2017-10-04T20:53:58.000,P541,2017-10-04T21:04:44.000,COLLEGE HILL,2017-10-04T20:40:16.000,2017-10-04T20:42:41.000,INV: INV,5,CPD171004001811,DRUG ACTIVITY,DRUG,39.1980550001194,-84.540228,7,YELLOW
156,10XX MARSHALL AV,CPD,2017-11-21T20:36:25.000,P521,2017-11-21T20:59:07.000,CAMP WASHINGTON,2017-11-21T20:30:58.000,2017-11-21T20:34:11.000,AST: ASSIST,5,CPD171121001587,DRUG ACTIVITY,DRUG,39.1323850001195,-84.533913,7,YELLOW
157,READING RD / HELEN ST,CPD,2017-06-26T18:51:24.000,P411,2017-06-26T18:55:55.000,MOUNT AUBURN,2017-06-26T18:46:39.000,2017-06-26T18:49:11.000,GOA: GOA,4,CPD170626001373,DRUG ACTIVITY,DRUG,39.1238030000896,-84.500357,7,YELLOW
158,70XX GLEN MEADOW LN,CPD,2017-08-27T14:10:56.000,P451,2017-08-27T16:14:23.000,BOND HILL,2017-08-27T13:43:49.000,2017-08-27T13:44:58.000,ARR: ARREST,4,CPD170827000807,DRUG ACTIVITY,DRUG,39.1889800001195,-84.466799,7,YELLOW
159,ELM ST / W MCMICKEN AV,CPD,2017-07-01T23:30:06.000,P121,2017-07-02T01:15:32.000,OTR,2017-07-01T23:24:09.000,2017-07-01T23:27:44.000,ARR: ARREST,1,CPD170701001631,,HEROINP-COMBINED,39.1181220000896,-84.520069,2,
160,2XX HEARNE AV,CPD,2017-07-10T10:28:55.000,P431,2017-07-10T10:31:57.000,AVONDALE,2017-07-10T10:22:07.000,2017-07-10T10:24:57.000,GOA: GOA,4,CPD170710000514,DRUG ACTIVITY,DRUG,39.1423400001195,-84.504982,7,YELLOW
161,11XX WOODY LN,CPD,2017-09-01T14:48:53.000,P321,2017-09-01T16:34:39.000,WEST PRICE HILL,2017-09-01T14:15:08.000,2017-09-01T14:16:10.000,301:OFFENSE REPORT,3,CPD170901000896,,HEROINP-COMBINED,39.1180350001196,-84.614059,2,
162,16XX MONTROSE ST,CPD,2017-03-12T12:11:40.000,P341,2017-03-12T13:02:43.000,SOUTH FAIRMOUNT,2017-03-12T12:06:29.000,2017-03-12T12:07:04.000,HBF: HANDLED BY FIRE,3,CPD170312000471,,HEROINP-COMBINED,39.1264883605745,-84.5520134273724,2,
163,60XX CLEPHANE AV,CP,,P237,2017-01-06T20:33:21.000,MADISONVILLE,2017-01-06T20:33:21.000,,ADVISED,2,LCP170106001265,DRUG COMPLAINT NOT I,DRUGR,39.1561003000896,-84.39198921,6,
164,24XX SATURN ST,CPD,2017-08-31T11:25:07.000,P341,2017-08-31T12:27:42.000,SOUTH FAIRMOUNT,2017-08-31T11:21:55.000,2017-08-31T11:23:03.000,HBF: HANDLED BY FIRE,3,CPD170831000615,,HEROINP-COMBINED,39.1294910001195,-84.561879,2,
165,60XX PAWNEE DR,CPD,2017-06-19T03:17:01.000,P541,2017-06-19T03:25:19.000,COLLEGE HILL,2017-06-19T03:10:31.000,2017-06-19T03:11:20.000,AST: ASSIST,5,CPD170619000125,DRUG ACTIVITY,DRUG,39.2027470001193,-84.557231,7,YELLOW
166,19XX VINE ST,CPD,2017-09-07T20:00:41.000,P121,2017-09-07T20:31:30.000,OTR,2017-09-07T19:48:48.000,2017-09-07T19:53:15.000,ARR: ARREST,1,CPD170907001562,,HEROINP-COMBINED,39.1167890001196,-84.515911,2,
167,16XX CALIFORNIA AV,CPD,2017-06-12T14:29:10.000,P451,2017-06-12T14:40:46.000,BOND HILL,2017-06-12T12:42:13.000,2017-06-12T14:28:43.000,INV: INV,4,CPD170612000723,DRUG ACTIVITY,DRUG,39.1751445861095,-84.4674542104103,7,YELLOW
168,31XX MONTANA AV,CPD,,P331,2017-06-16T17:27:49.000,WESTWOOD,2017-06-16T17:07:55.000,2017-06-16T17:09:43.000,HBF: HANDLED BY FIRE,3,CPD170616001486,,HEROINP-COMBINED,39.1489881187804,-84.6055669042145,2,
169,40XX VINEDALE AV,CPD,2017-02-24T16:22:04.000,P321,2017-02-24T16:51:58.000,WEST PRICE HILL,2017-02-24T16:19:48.000,2017-02-24T16:22:04.000,ARR: ARREST,3,CPD170224001313,,HEROINP-COMBINED,39.1034685515389,-84.5866132292493,2,
170,10XX UNDERWOOD PL,CPD,,P321,2017-05-12T19:22:12.000,EAST PRICE HILL,2017-05-12T19:22:12.000,,CAN:CANCEL,3,CPD170512001604,,DRUGR,39.1096319949559,-84.5585947047193,6,
171,59XX BRAMBLE AV,CPD,,P231,2017-04-05T17:17:51.000,MADISONVILLE,2017-04-05T12:50:57.000,2017-04-05T13:09:22.000,NTR: NOTHING TO REPORT,2,CPD170405000694,,DRUG,39.1526168998197,-84.3936926816358,3,
172,17XX BERKLEY AV,CPD,2017-02-17T14:37:13.000,P451,2017-02-17T22:26:36.000,BOND HILL,2017-02-17T14:28:13.000,2017-02-17T14:28:54.000,NOT NOT A DISPOSITION,4,CPD170217000885,,HEROINP-COMBINED,39.1719596829768,-84.4674227012947,2,
173,BALTIMORE AV / IROLL AV,CPD,,P331,2017-07-26T20:47:47.000,EAST WESTWOOD,2017-07-26T19:05:35.000,2017-07-26T19:09:47.000,BC: BROADCAST,3,CPD170726001457,DRUG ACTIVITY,DRUG,39.1520120001196,-84.562203,7,YELLOW
174,36XX READING RD,CPD,,P441,2017-04-29T18:10:06.000,AVONDALE - NORTH AVONDALE,2017-04-29T18:10:06.000,,CAN:CANCEL,4,CPD170429001333,,DRUGR,39.1497234345785,-84.4880497449819,6,
175,26XX FENTON AV,CPD,2017-06-21T14:00:21.000,P331,2017-06-21T14:17:49.000,SOUTH FAIRMOUNT - WESTWOOD,2017-06-21T13:44:03.000,2017-06-21T13:47:32.000,NTR: NOTHING TO REPORT,3,CPD170621000845,DRUG ACTIVITY,DRUG,39.1361739283216,-84.5769791286269,7,YELLOW
176,8XX W 8TH ST,CPD,2017-03-03T11:54:30.000,P131,2017-03-03T12:17:49.000,QUEENSGATE,2017-03-03T11:44:35.000,2017-03-03T11:51:37.000,INV: INV,1,CPD170303000620,,HEROINP-COMBINED,39.1021280052442,-84.5282981001833,2,
177,18XX WILLIAM H TAFT RD,CPD,2017-11-05T20:23:19.000,P211,2017-11-05T21:39:20.000,EAST WALNUT HILLS,2017-11-05T20:17:40.000,2017-11-05T20:18:11.000,ARR: ARREST,2,CPD171105001490,,HEROINP-COMBINED,39.1273420001195,-84.469255,2,
178,1XX W 69TH ST,CPD,,P461,2017-06-26T14:26:26.000,CARTHAGE,2017-06-26T14:03:28.000,,CAN:CANCEL,4,CPD170626000779,DRUG ACTIVITY,DRUG,39.1930483491772,-84.4833408658937,7,YELLOW
179,49XX HEUWERTH AV,CPD,2017-04-25T08:19:24.000,P321,2017-04-25T08:23:29.000,WEST PRICE HILL,2017-04-25T08:13:34.000,2017-04-25T08:15:01.000,ADV:ADVISED,3,CPD170425000345,,DRUG,39.1233437552757,-84.6037656295396,3,
180,45XX RIVER RD,CPD,,P313,2017-04-10T16:38:56.000,RIVERSIDE,2017-04-10T16:08:25.000,2017-04-10T16:09:36.000,HBF: HANDLED BY FIRE,3,CPD170410001226,,HEROINP-COMBINED,39.0777630893334,-84.6289754818421,2,
181,9XX WOODLAWN AV,CPD,2017-09-19T23:02:06.000,P321,2017-09-19T23:50:12.000,EAST PRICE HILL,2017-09-19T22:54:32.000,2017-09-19T22:58:06.000,ADV:ADVISED,3,CPD170919002026,,HEROINP-COMBINED,39.1079010001195,-84.567464,2,
182,FINDLAY ST / KEYWITT AL,CPD,2017-06-24T11:07:17.000,P131,2017-06-24T11:10:23.000,WEST END,2017-06-24T11:03:31.000,2017-06-24T11:04:44.000,GOA: GOA,1,CPD170624000547,DRUG ACTIVITY,DRUG,39.1168340000896,-84.526481,7,YELLOW
183,15XX ELM ST,CPD,2017-10-20T13:01:14.000,P121,2017-10-20T13:14:06.000,OTR,2017-10-20T12:58:27.000,2017-10-20T12:58:58.000,HBF: HANDLED BY FIRE,1,CPD171020000720,,HEROINP-COMBINED,39.1122160001195,-84.519088,2,
184,71XX FAIRPARK AV,CP,2017-01-16T22:54:08.000,P464,2017-01-16T23:15:23.000,CARTHAGE,2017-01-16T22:48:55.000,2017-01-16T22:50:03.000,HBF - HANDLED BY FIRE,4,LCP170116001397,,HEROIN,39.1959217300896,-84.4795458,,
185,26XX HILLVISTA LN,CPD,2017-03-16T10:38:54.000,P541,2017-03-16T15:50:08.000,MOUNT AIRY,2017-03-16T10:29:36.000,2017-03-16T10:30:42.000,ARR: ARREST,5,CPD170316000490,,HEROINP-COMBINED,39.190635633143,-84.5724410301158,2,
186,9XX ELBERON AV,CPD,2017-11-06T10:42:01.000,P321,2017-11-06T10:44:37.000,EAST PRICE HILL,2017-11-06T10:02:03.000,2017-11-06T10:27:02.000,GOA: GOA,3,CPD171106000582,DRUG ACTIVITY,DRUG,39.1083230001196,-84.566375,7,YELLOW
187,9XX WOODLAWN AV,CPD,,P321,2017-09-19T21:08:39.000,EAST PRICE HILL,2017-09-19T21:05:46.000,,CAN:CANCEL,3,CPD170919001839,DRUG ACTIVITY,DRUG,39.1081510001195,-84.566564,7,YELLOW
188,XX W MCMILLAN ST,CPD,2017-11-08T11:38:59.000,P511,2017-11-08T11:39:13.000,CUF,2017-11-08T11:16:52.000,2017-11-08T11:22:12.000,INV: INV,5,CPD171108000644,DRUG ACTIVITY,DRUG,39.1267970001195,-84.51339,7,YELLOW
189,11XX RACE ST,CPD,2017-06-10T15:41:55.000,P121,2017-06-10T16:06:51.000,OTR,2017-06-10T15:37:09.000,2017-06-10T15:38:25.000,INV: INV,1,CPD170610001012,DRUG ACTIVITY,DRUG,39.1087715383045,-84.51540777413,7,YELLOW
190,MULBERRY ST / FRINTZ ST,CPD,2017-10-13T19:27:07.000,P121,2017-10-13T19:31:24.000,MOUNT AUBURN,2017-10-13T19:27:02.000,2017-10-13T19:27:06.000,INV: INV,4,CPD171013001846,DRUG ACTIVITY,DRUG,39.1172550001196,-84.514351,7,YELLOW
191,7XX WAYNE ST,CPD,,P421,2017-12-19T23:43:59.000,WALNUT HILLS,2017-12-19T23:43:59.000,,CAN:CANCEL,4,CPD171219001776,DRUG COMPLAINT REFERRAL,DRUGR,39.1261150001196,-84.493788,35,PURPLE
192,25XX LAFEUILLE AV,CPD,2017-12-05T22:27:50.000,P331,2017-12-05T22:31:32.000,WESTWOOD,2017-12-05T22:23:24.000,2017-12-05T22:24:51.000,GOA: GOA,3,CPD171205001694,DRUG ACTIVITY,DRUG,39.1319590001195,-84.590343,7,YELLOW
193,8XX VINE ST,CP,2017-01-11T22:57:17.000,P113,2017-01-11T23:22:00.000,DOWNTOWN,2017-01-11T22:51:12.000,2017-01-11T22:51:49.000,SENT ON WAY,1,LCP170111001604,INV DRUG COMPLAINT,DRUG,39.1056619000897,-84.51421718,3,
194,45XX CLEARVIEW AV,CPD,,P321,2017-10-05T20:28:45.000,WEST PRICE HILL,2017-10-05T19:41:11.000,,BC: BROADCAST,3,CPD171005001607,DRUG ACTIVITY,DRUG,39.1109830001196,-84.592011,7,YELLOW
195,9XX SYCAMORE ST,CPD,,P011,2017-06-17T16:56:03.000,DOWNTOWN,2017-06-17T16:46:01.000,,HBF: HANDLED BY FIRE,1,CPD170617001170,,HEROINP-COMBINED,39.1051100001195,-84.508446,2,
196,X GARFIELD PL,CPD,2017-10-31T15:29:39.000,P011,2017-10-31T15:36:13.000,DOWNTOWN,2017-10-31T15:17:11.000,2017-10-31T15:18:53.000,GOA: GOA,1,CPD171031001073,DRUG ACTIVITY,DRUG,39.1047330001196,-84.512982,7,YELLOW
197,9XX VINE ST,CPD,2017-05-01T18:20:36.000,P011,2017-05-01T21:26:58.000,DOWNTOWN,2017-05-01T18:14:09.000,2017-05-01T18:16:36.000,AST: ASSIST,1,CPD170501001506,,HERONP-PD ONLY,39.1050010746497,-84.5141865657554,2,
198,26XX CHESTERFIELD CT,CPD,,P541,2017-02-26T13:37:19.000,MOUNT AIRY,2017-02-26T13:37:19.000,,CAN:CANCEL,5,CPD170226000693,,DRUGR,39.2019601842723,-84.5776692081164,6,
199,11XX ELM ST,CPD,2017-09-21T11:34:40.000,P121,2017-09-21T11:44:03.000,OTR,2017-09-21T11:30:20.000,2017-09-21T11:31:56.000,GOA: GOA,1,CPD170921000728,DRUG ACTIVITY,DRUG,39.1069860001195,-84.517767,7,YELLOW
200,E 2ND ST / MAIN ST,CPD,2017-04-21T16:32:53.000,P011,2017-04-21T16:44:31.000,DOWNTOWN,2017-04-21T16:29:45.000,2017-04-21T16:31:22.000,HBF: HANDLED BY FIRE,1,CPD170421001248,,HEROINP-COMBINED,39.0989480000897,-84.508664,2,
201,MONTANA AV / BALTIMORE AV,CPD,,P351,2017-03-03T07:26:56.000,WESTWOOD,2017-03-03T07:26:56.000,,ADV:ADVISED,3,CPD170303000273,,DRUGR,39.1566320000896,-84.568909,6,
202,34XX RIDGEWAY AV,CPD,,P431,2017-06-11T17:05:33.000,AVONDALE,2017-06-11T17:05:33.000,,CAN:CANCEL,4,CPD170611001034,DRUG COMPLAINT REFERRAL,DRUGR,39.1407774587179,-84.4861383586647,35,PURPLE
