LicenseNumber,Phone,BusinessName,LocationStreetAddress,LocationCity,LocationState,LocationZip,LocationCounty
020761300,(401) 765-1500,CVS/PHARMACY #3612,407 NORTH FRONT STREET,OAK HILL,OH,45656,Jackson
020159900,304-675-1612,FRUTH PHARMACY OF OHIO INC,120 W SECOND STREET,WELLSTON,OH,45692,Jackson
021252800,(513) 762-1090,KROGER PHARMACY #16590,530 E. MAIN STREET,JACKSON,OH,45640,Jackson
020626500,(479) 204-2258,WAL-MART PHARMACY 10-1519,100 WAL-MART DRIVE,JACKSON,OH,45640,Jackson
021913150,(847) 527-4251,WALGREENS #12476,521 EAST MAIN STREET,JACKSON,OH,45640,Jackson
022010400,(401) 765-1500,CVS/PHARMACY #6268,2217 SUNSET BLVD.,STEUBENVILLE,OH,43952,Jefferson
020945000,(513) 762-1090,KROGER PHARMACY N-512,264 S. HOLLYWOOD BLVD.,STEUBENVILLE,OH,43952,Jefferson
020582300,(513) 762-1090,KROGER SAV-ON PHARMACY N-963,858 MAIN STREET,WINTERSVILLE,OH,43953,Jefferson
022314600,3046706401,VALUE LEADER PHARMACY FOLLANSBEE PHARMACY,"200 LURAY DRIVE, SUITE B",WINTERSVILLE,OH,43953,Jefferson
021327200,(479) 204-2258,WAL-MART PHARMACY 10-2193,100 MALL DRIVE,STEUBENVILLE,OH,43952,Jefferson
022116950,8475274251,WALGREENS #11695,2001 SUNSET BLVD,STEUBENVILLE,OH,43952,Jefferson
021539800,(740) 501-3831,CONWAY'S EASTSIDE PHARMACY,1451 YAUGER ROAD STE 1H,MOUNT VERNON,OH,43050,Knox
022015100,(401) 765-1500,CVS/PHARMACY #6151,900 COSHOCTON AVENUE,MOUNT VERNON,OH,43050,Knox
021281100,(513) 762-1090,KROGER PHARMACY 16820,855 S. COSHOCTON AVENUE,MOUNT VERNON,OH,43050,Knox
020477350,(740) 393-2822,RITE AID DISCOUNT PHARMACY #2416,4 NEWARK ROAD,MOUNT VERNON,OH,43050,Knox
020717600,(740) 694-5717,RITE AID DISCOUNT PHARMACY #3266,117 SOUTH MAIN STREET,FREDERICKTOWN,OH,43019,Knox
020789450,(479) 204-2258,WAL-MART PHARMACY 10-2149,1575 COSHOCTON AVENUE,MOUNT VERNON,OH,43050,Knox
021596400,(440) 516-8620,CCF - WILLOUGHBY HILLS PHARMACY,2550 SOM CENTER ROAD,WILLOUGHBY HILLS,OH,44094,Lake
022570500,(401) 765-1500,CVS PHARMACY #16484,36195 EUCLID AVE.,WILLOUGHBY,OH,44094,Lake
022572250,(401) 765-1500,CVS PHARMACY #17388,9669 MENTOR AVENUE,MENTOR,OH,44060,Lake
020140500,(401) 765-1500,CVS/PHARMACY #3326,9040 MENTOR AVENUE,MENTOR,OH,44060,Lake
020127950,(401) 765-1500,CVS/PHARMACY #3356,265 EAST ERIE STREET,PAINESVILLE,OH,44077-3458,Lake
020139700,(401) 765-1500,CVS/PHARMACY #4327,1506 MENTOR AVENUE,PAINESVILLE,OH,44077,Lake
020433950,(401) 765-1500,CVS/PHARMACY #4348,28700 CHARDON ROAD,WILLOUGHBY HILLS,OH,44092,Lake
020448600,(401) 765-1500,CVS/PHARMACY #4351,6005 SOM CENTER ROAD,WILLOUGHBY,OH,44094,Lake
020414100,(401) 765-1500,CVS/PHARMACY #5941,1890 NORTH RIDGE ROAD,PAINESVILLE,OH,44077,Lake
021068150,(401) 765-1500,CVS/PHARMACY #7686,7301 LAKESHORE BLVD.,MENTOR,OH,44060,Lake
020378650,(330) 725-2340,DISCOUNT DRUG MART #25,8500 MENTOR AVENUE,MENTOR,OH,44060,Lake
020625300,(330) 725-2340,DISCOUNT DRUG MART #36,34100 VINE STREET,WILLOWICK,OH,44095,Lake
021158550,(412) 968-1610,GIANT EAGLE PHARMACY #0216,30320 LAKE SHORE BLVD.,WILLOWICK,OH,44095,Lake
021374850,(412) 968-1610,GIANT EAGLE PHARMACY #1217,6079 ANDREWS ROAD,MENTOR-ON-THE-LAKE,OH,44060,Lake
021087150,(412) 968-1610,GIANT EAGLE PHARMACY #1282,8383 Tyler Blvd,Mentor,OH,44060-4214,Lake
021158850,(412) 968-1610,GIANT EAGLE PHARMACY #4097,6556 NORTH RIDGE ROAD,NORTH MADISON,OH,44057,Lake
021214750,(412) 968-1610,GIANT EAGLE PHARMACY #6377,1201 MENTOR AVENUE,PAINESVILLE,OH,44077,Lake
021199900,(412) 968-1610,GIANT EAGLE PHARMACY #6381,36475 EUCLID AVENUE,WILLOUGHBY,OH,44094,Lake
022445650,(440) 375-8791,LAKE HEALTH PHARMACY - TRIPOINT,7580 AUBURN ROAD,CONCORD,OH,44077,Lake
022537500,(440) 602-6701,LAKE HEALTH PHARMACY - WEST,36000 EUCLID AVE,WILLOUGHBY,OH,44094,Lake
020545250,(216) 265-7700,MARC'S PHARMACY,7353 MENTOR AVENUE,MENTOR,OH,44060,Lake
020591350,(216) 265-7700,MARC'S PHARMACY,29700 LAKESHORE BLVD.,WILLOWICK,OH,44094,Lake
0232000076,(616) 581-6010,Meijer Pharmacy #309,9200 Mentor Ave,Mentor,OH,44060,Lake
020096750,(440) 942-4288,RITE AID #3011,36212 EUCLID AVENUE #8,WILLOUGHBY,OH,44094,Lake
020184350,(440) 257-6258,RITE AID #3174,7796 MUNSON ROAD,MENTOR,OH,44060,Lake
020133550,(440) 352-0627,RITE AID #3195,180 N. STATE STREET,PAINESVILLE,OH,440773940,Lake
021012150,(440) 943-2127,RITE AID DISCOUNT PHARMACY #4784,30500 LAKESHORE BLVD.,WILLOWICK,OH,440953600,Lake
021014150,(440) 428-1128,RITE AID DISCOUNT PHARMACY #4847,6655 NORTH RIDGE ROAD,MADISON,OH,44057,Lake
021460450,(479) 204-2258,SAM'S PHARMACY 10-4846,5600 EMERALD COURT,MENTOR,OH,44060,Lake
021420150,(440) 953-9999,"SIGNATURE HEALTH, INC.","38882 MENTOR AVENUE,",WILLOUGHBY,OH,44094,Lake
020713400,(479) 204-2258,WAL-MART PHARMACY 10-1857,9303 MENTOR AVE.,MENTOR,OH,44060,Lake
020716500,(479) 204-2258,WAL-MART PHARMACY 10-1863,33752 VINE STREET,EASTLAKE,OH,44095,Lake
021563850,(479) 204-2258,WAL-MART PHARMACY 10-3608,6067 NORTH RIDGE ROAD,MADISON,OH,44057,Lake
021017800,8475274251,WALGREENS #04294,5881 SOM CENTER ROAD,WILLOUGHBY,OH,44094,Lake
021051350,(847) 527-4103,WALGREENS #04317,9400 MENTOR AVENUE,MENTOR,OH,44060,Lake
021187600,(847) 527-4251,WALGREENS #05820,6101 ANDREWS ROAD,MENTOR ON THE LAKE,OH,44060,Lake
021240350,8475274251,WALGREENS #05821,132 RICHMOND STREET,PAINESVILLE,OH,44077,Lake
021678800,8475274251,WALGREENS #10518,6707 N. RIDGE ROAD,MADISON,OH,44057,Lake
020887950,(847) 527-4251,WALGREENS #13058,35279 VINE STREET,WILLOWICK,OH,44095,Lake
021427050,(740) 533-2479,COAL GROVE PHARMACY,600 MARION PIKE,IRONTON,OH,45638,Lawrence
020097950,(401) 765-1500,CVS/PHARMACY #3403,219 THIRD AVENUE,CHESAPEAKE,OH,45619,Lawrence
020161700,(401) 765-1500,CVS/PHARMACY #3474,320 JEFFERSON STREET,IRONTON,OH,45638,Lawrence
022010550,(401) 765-1500,CVS/PHARMACY #6349,1109 IRONTON HILLS DRIVE,IRONTON,OH,45638,Lawrence
022233150,(740) 643-0011,FRUTH PHARMACY #26,1848 STATE ROUTE 141,IRONTON,OH,45638,Lawrence
020406250,304-675-1612,FRUTH PHARMACY #8,259 STATE STREET,PROCTORVILLE,OH,45669,Lawrence
021040600,(513) 762-1090,KROGER PHARMACY #781,6306 County Road 107,Proctorville,OH,45669-8868,Lawrence
021288200,(479) 204-2258,SAM'S PHARMACY 10-8152,"432 PRIVATE DRIVE, 288",SOUTH POINT,OH,45680,Lawrence
020668550,(479) 204-2258,WAL-MART PHARMACY 10-1478,354 PRIVATE DRIVE 288,SOUTH POINT,OH,45680,Lawrence
022569900,(401) 765-1500,CVS/PHARMACY # 16383,270 AIRPORT PARKWAY,HEATH,OH,43056,Licking
022014000,(401) 765-1500,CVS/PHARMACY # 3094,379 EAST MAIN STREET,NEWARK,OH,43055,Licking
021632650,(401) 765-1500,CVS/PHARMACY #00396,200 E. BROADWAY,GRANVILLE,OH,43023,Licking
022014750,(401) 765-1500,CVS/PHARMACY #1756,8467 EAST MAIN STREET,REYNOLDSBURG,OH,43068,Licking
022014950,(401) 765-1500,CVS/PHARMACY #2405,955 NORTH 21ST STREET,NEWARK,OH,43055,Licking
021050550,(401) 765-1500,CVS/PHARMACY #3174,1370 WEST MAIN STREET,NEWARK,OH,43055,Licking
021301900,(401) 765-1500,CVS/PHARMACY #5425,8910 EAST BROAD STREET,PATASKALA,OH,43062,Licking
020777900,(401) 765-1500,CVS/PHARMACY #5654,797 WEST COSHOCTON STREET,JOHNSTOWN,OH,43031,Licking
021418400,(412) 968-1610,GIANT EAGLE PHARMACY #6523,553 HEBRON RD,NEWARK,OH,43055,Licking
020351400,(513) 762-1090,KROGER N-926,910 HEBRON RD.,HEATH,OH,43056,Licking
021337050,(513) 762-1090,KROGER PHARMACY #16621,600 E. MAIN STREET,HEBRON,OH,43025,Licking
021537700,(513) 762-1090,KROGER PHARMACY #543,8460 E. MAIN STREET,REYNOLDSBURG,OH,43068,Licking
021991400,(513) 762-1090,KROGER PHARMACY 546,800 W. COSHOCTON STREET,JOHNSTOWN,OH,43031,Licking
021236250,(513) 762-1090,KROGER PHARMACY N-591,350 E. BROAD STREET,PATASKALA,OH,43062,Licking
020164650,(513) 762-1090,KROGER SAV-ON #128,1155 N 21ST ST,NEWARK,OH,43055,Licking
020644450,(479) 204-2258,WAL-MART PHARMACY 10-1594,911 HEBRON ROAD,HEATH,OH,43056,Licking
021348400,(479) 204-2258,WAL-MART PHARMACY 10-3580,1315 NORTH 21ST STREET,NEWARK,OH,43055,Licking
021374150,(847) 527-4251,WALGREENS #07541,1425 N. 21ST STREET,NEWARK,OH,430553069,Licking
021689500,8475274251,WALGREENS #10810,764 HEBRON ROAD,HEATH,OH,430561354,Licking
022011500,(401) 765-1500,CVS/PHARMACY #6178,143 EAST SANDUSKY AVENUE,BELLEFONTAINE,OH,43311,Logan
020618400,(513) 762-1090,KROGER SAV-ON PHARMACY N-832,2129 S. MAIN STREET,BELLEFONTAINE,OH,43311,Logan
020583450,937-843-2048,RITE AID DISCOUNT PHARMACY #2305,120 WEST MAIN STREET P.O. BOX 89,RUSSELLS POINT,OH,43348,Logan
021020500,(937) 599-2314,RITE AID DISCOUNT PHARMACY #4767,230 SOUTH MAIN STREET,BELLEFONTAINE,OH,43311,Logan
020560950,(479) 204-2258,WAL-MART PHARMACY 10-1264,2281 US HWY 68 S,BELLEFONTAINE,OH,43311,Logan
021680900,8475274251,WALGREENS #10915,101 E. SANDUSKY AVENUE,BELLEFONTAINE,OH,433112016,Logan
022161400,(440) 695-4103,CLEVELAND CLINIC AVON AMBULATORY PHARMACY,33100 CLEVELAND CLINIC BLVD.,AVON,OH,44011,Lorain
021342850,(440) 930-0102,COSTCO PHARMACY #343,35804 DETROIT ROAD,AVON,OH,44011,Lorain
022570700,(401) 765-1500,CVS/PHARMACY # 16570,240 MARKET DR,ELYRIA,OH,44035,Lorain
022571000,(401) 765-1500,CVS/PHARMACY # 16666,35830 DETROIT RD,AVON,OH,44011,Lorain
022572150,(401) 765-1500,CVS/PHARMACY # 17416,8000 OAK POINT ROAD,AMHERST,OH,44001,Lorain
022014500,(401) 765-1500,CVS/PHARMACY #2588,36008 DETROIT AVENUE,AVON,OH,44011,Lorain
020161800,(401) 765-1500,CVS/PHARMACY #3353,3230 OBERLIN AVENUE,LORAIN,OH,44053,Lorain
020130050,(401) 765-1500,CVS/PHARMACY #3376,35000 CENTER RIDGE ROAD,NORTH RIDGEVILLE,OH,44039,Lorain
020839850,(401) 765-1500,CVS/PHARMACY #3997,443 CLEVELAND STREET,ELYRIA,OH,44035,Lorain
020758900,(401) 765-1500,CVS/PHARMACY #4078,375 LEAR STREET,AVON LAKE,OH,44012,Lorain
020750300,(401) 765-1500,CVS/PHARMACY #4805,297 SOUTH MAIN STREET,OBERLIN,OH,44074,Lorain
020473350,(330) 725-2340,DISCOUNT DRUG MART #29,4208 LIBERTY AVE.,VERMILION,OH,44089,Lorain
021321050,(330) 725-2340,DISCOUNT DRUG MART #62,33552 DETROIT ROAD,AVON,OH,44011,Lorain
021345850,(330) 725-2340,DISCOUNT DRUG MART #71,5298 DETROIT ROAD,SHEFFIELD VILLAGE,OH,44035,Lorain
021635350,(330) 725-2340,DISCOUNT DRUG MART #78,110 CHESTNUT COMMONS DR,ELYRIA,OH,44035,Lorain
020178250,(330) 725-2340,DISCOUNT DRUG MART 19,2253 COLORADO AVE,LORAIN,OH,44052,Lorain
020098350,(330) 725-2340,DISCOUNT DRUG MART INC. #1,500 ABBE ROAD N,ELYRIA,OH,44035,Lorain
020111900,(330) 725-2340,DISCOUNT DRUG MART INC. #2,300 N LEAVITT ROAD,AMHERST,OH,44001,Lorain
020369650,(330) 725-2340,DISCOUNT DRUG MART INC. #23,12289 LEAVITT ROAD,OBERLIN,OH,44074,Lorain
020422350,(330) 725-2340,DISCOUNT DRUG MART INC. #27,814 N. MAIN,WELLINGTON,OH,44090,Lorain
020130350,(330) 725-2340,DISCOUNT DRUG MART INC. #4,33382 WALKER RD,AVON LAKE,OH,44012,Lorain
021636950,(412) 968-1610,GIANT EAGLE PHARMACY #0199,34325 CENTER RIDGE ROAD,NORTH RIDGEVILLE,OH,44039,Lorain
021072950,(412) 968-1610,GIANT EAGLE PHARMACY #0220,2201 KRESEGE DRIVE,AMHERST,OH,44001,Lorain
021073100,(412) 968-1610,GIANT EAGLE PHARMACY #0231,5231 DETROIT ROAD,SHEFFIELD VILLAGE,OH,44054,Lorain
021897050,(412) 968-1610,GIANT EAGLE PHARMACY #1238,4453 LIBERTY AVENUE,VERMILION,OH,44089,Lorain
021087350,(412) 968-1610,GIANT EAGLE PHARMACY #1284,31990 WALKER ROAD,AVON LAKE,OH,44012,Lorain
021184200,(412) 968-1610,GIANT EAGLE PHARMACY #6375,320 MARKET DRIVE,ELYRIA,OH,44035,Lorain
020676750,(216) 265-7700,MARC'S,170 SHEFFIELD CENTER,LORAIN,OH,44055,Lorain
021230200,(216) 265-7700,MARC'S PHARMACY,34800 CENTER RIDGE ROAD,NORTH RIDGEVILLE,OH,44039,Lorain
0232000077,(419) 577-3793,Meijer Pharmacy #308,1810 Nagel Rd,Avon,OH,44011,Lorain
022819500,(440) 960-4508,MERCY HEALTH LORAIN OUTPATIENT PHARMACY,"3600 KOLBE ROAD, SUITE 102",LORAIN,OH,44053,Lorain
021103950,(440) 647-2121,RITE AID #2590,267 NORTH MAIN STREET,WELLINGTON,OH,44090,Lorain
021070050,(440) 988-5832,RITE AID #4947,100 SOUTH LEAVITT ROAD,AMHERST,OH,440011780,Lorain
020184600,(440) 949-6239,RITE AID DISCOUNT PHARMACY #3169,4106 E. LAKE ROAD,SHEFFIELD LAKE,OH,44054,Lorain
020755200,(440) 926-2126,RITE AID DISCOUNT PHARMACY #3365,479 MAIN STREET,GRAFTON,OH,44044,Lorain
021015250,(440) 322-7780,RITE AID DISCOUNT PHARMACY #4245,142 BROAD STREET,ELYRIA,OH,44035,Lorain
020989800,(440) 967-2018,RITE AID DISCOUNT PHARMACY #4580,4580 LIBERTY AVENUE,VERMILION,OH,440891912,Lorain
020953950,(440) 244-1950,RITE AID DISCOUNT PHARMACY #4683,2709 BROADWAY AVENUE,LORAIN,OH,44052,Lorain
020984300,(440) 277-6181,RITE AID DISCOUNT PHARMACY #4766,2853 GROVE AVENUE,LORAIN,OH,44055,Lorain
021301100,(479) 204-2258,SAM'S PHARMACY 10-6314,5225 COBBLESTONE ROAD,SHEFFIELD VILLAGE,OH,44035,Lorain
020705400,(479) 204-2258,WAL-MART PHARMACY 10-1839,4380 LEAVITT ROAD,LORAIN,OH,44053,Lorain
021681800,(479) 204-2258,WAL-MART PHARMACY 10-4255,1000 CHESTNUT COMMONS DRIVE,ELYRIA,OH,44035,Lorain
021390550,(479) 204-2258,WAL-MART PHARMACY 10-5066,35901 CHESTER ROAD,AVON,OH,44011,Lorain
021611850,(479) 204-2258,WAL-MART PHARMACY 10-5309,46440 US ROUTE 20,OBERLIN,OH,44074,Lorain
021122150,(847) 527-4103,WALGREENS #05138,100 CLEVELAND STREET,ELYRIA,OH,44035,Lorain
021349550,(847) 527-4251,WALGREENS #06574,5411 LEAVITT RD.,LORAIN,OH,440532155,Lorain
021301200,(847) 527-4251,WALGREENS #06588,32798 WALKER ROAD,AVON LAKE,OH,44012,Lorain
021542300,8475274251,WALGREENS #09372,33760 CENTER RIDGE ROAD,NORTH RIDGEVILLE,OH,44039,Lorain
021614450,(847) 527-4251,WALGREENS #10222,2730 BROADWAY,LORAIN,OH,44052,Lorain
021732150,(419) 381-5009,COSTCO PHARMACY #1007,3405 WEST CENTRAL AVENUE,TOLEDO,OH,43606,Lucas
022570850,(401) 765-1500,CVS/PHARMACY # 16165,5225 MONROE ST.,TOLEDO,OH,43623,Lucas
022348950,(401) 765-1500,CVS/PHARMACY #10246,4121 MONROE STREET,TOLEDO,OH,43606,Lucas
022444400,(401) 765-1500,CVS/PHARMACY #10457,7510 SYLVANIA AVENUE,SYLVANIA,OH,43560,Lucas
022801650,(401) 765-1500,CVS/PHARMACY #11155,2104 S. BYRNE ROAD,TOLEDO,OH,43614,Lucas
022814150,(401) 765-1500,CVS/PHARMACY #11228,"3316 NAVARRE AVE., SUITE E",OREGON,OH,43616,Lucas
022303650,(419) 865-7777,HOLLAND DISCOUNT PHARMACY L.L.C.,"909 S. MCCORD ROAD, SUITE #1",HOLLAND,OH,43528,Lucas
020379600,(513) 762-1090,KROGER COMPANY N-957,4533 MONROE,TOLEDO,OH,43613,Lucas
020343900,(513) 762-1090,KROGER N-940,6235 MONROE ST,SYLVANIA,OH,43560,Lucas
022468850,(513) 762-1090,KROGER PHARAMACY #907,7059 ORCHARD CENTRE DRIVE.,HOLLAND,OH,43528,Lucas
020354100,(513) 762-1090,KROGER PHARMACY #525,1435 REYNOLDS ROAD,MAUMEE,OH,43537,Lucas
022073800,(513) 762-1090,KROGER PHARMACY #531,8730 WATERVILLE - SWANTON ROAD,WATERVILLE,OH,43566,Lucas
021544150,(513) 762-1090,KROGER PHARMACY #617,4633 SUDER AVENUE,TOLEDO,OH,43611,Lucas
021156600,(513) 762-1090,KROGER PHARMACY #N-511,4925 JACKMAN ROAD,TOLEDO,OH,43613,Lucas
021304850,(513) 762-1090,KROGER PHARMACY 16810,833 W. ALEXIS ROAD,TOLEDO,OH,43612,Lucas
021119200,(513) 762-1090,KROGER PHARMACY N-870,2257 N. HOLLAND-SYLVANIA ROAD,TOLEDO,OH,43615,Lucas
021233100,(513) 762-1090,KROGER PHARMACY N-895,7545 SYLVANIA AVENUE,SYLVANIA,OH,43560,Lucas
021094650,(513) 762-1090,KROGER PHARMACY N-982,2555 GLENDALE AVENUE,TOLEDO,OH,43614,Lucas
020184200,(513) 762-1090,KROGER SAV-ON #938,3301 NAVARRE AVENUE,OREGON,OH,43616,Lucas
022538150,(419) 887-0101,MAUMEE DISCOUNT PHARMACY,"1398 CONANT ST., STE. C",MAUMEE,OH,43537,Lucas
020723850,(419) 891-8710,MEIJER PHARMACY #115,1391 CONANT ROAD,MAUMEE,OH,435371609,Lucas
020723800,(419) 697-2010,MEIJER PHARMACY #116,1725 S. WHEELING ST.,OREGON,OH,436163962,Lucas
020736650,(419) 843-8310,MEIJER PHARMACY #117,7240 W. CENTRAL AVENUE,TOLEDO,OH,436171119,Lucas
020739350,(419) 727-2010,MEIJER PHARMACY #118,1500 E. ALEXIS RD.,TOLEDO,OH,43612,Lucas
022510400,(419) 473-1493 ext 200902,PROMEDICA HOME MEDICAL EQUIPMENT,5700 MONROE STREET SUITE 112,SYLVANIA,OH,43560,Lucas
022328150,4192915418,PROMEDICA OUTPATIENT PHARMACY,2142 N. COVE BOULEVARD,TOLEDO,OH,43606,Lucas
022354350,4192914496,PROMEDICA SPECIALTY PHARMACY,2100 W. CENTRAL AVENUE,TOLEDO,OH,43606,Lucas
020173900,419-865-3130,RITE AID #1092,2450 S. REYNOLDS ROAD,TOLEDO,OH,436141419,Lucas
020088600,419-531-2115,RITE AID #2318,5224 DORR STREET,TOLEDO,OH,436153602,Lucas
020132000,419-381-6981,RITE AID #2321,2430 GLENDALE AVENUE,TOLEDO,OH,43614,Lucas
020078650,(419) 473-1221,RITE AID #2340,2434 WEST LASKEY ROAD,TOLEDO,OH,43613,Lucas
020152300,(419) 866-8943,RITE AID #2343,7225 AIRPORT HWY,HOLLAND,OH,435287829,Lucas
020179550,(419) 885-2989,RITE AID #2354,4018 N. MCCORD ROAD,SYLVANIA,OH,43560,Lucas
021848350,(419) 893-5533,RITE AID #6679,105 GOLDEN GATE PLAZA,MAUMEE,OH,43537,Lucas
021848250,(419) 882-5860,RITE AID #6681,5890 MONROE STREET,SYLVANIA,OH,43560,Lucas
021848150,(419) 472-8027,RITE AID #6683,3911 SECOR ROAD,TOLEDO,OH,43623,Lucas
021658600,(419) 841-8525,RITE AID #7817,7504 W. CENTRAL AVENUE,TOLEDO,OH,436171524,Lucas
021773600,(419) 690-8269,RITE AID #7945,3362 NAVARRE AVENUE,OREGON,OH,436163314,Lucas
021758250,(419) 882-7241,RITE AID #7946,8310 SYLVANIA METAMORA ROAD,SYLVANIA,OH,435604928,Lucas
020088350,419-478-8177,RITE AID DISCOUNT PHARMACY #2309,1012 WEST SYLVANIA AVENUE,TOLEDO,OH,43612,Lucas
020158050,419-691-5851,RITE AID DISCOUNT PHARMACY #2310,210 MAIN STREET,TOLEDO,OH,43605,Lucas
020088550,419-531-1172,RITE AID DISCOUNT PHARMACY #2316,3325 WEST CENTRAL AVENUE,TOLEDO,OH,436061406,Lucas
020140050,419-243-9803,RITE AID DISCOUNT PHARMACY #2317,3013 MONROE ST,TOLEDO,OH,43606,Lucas
020130900,419-726-8449,RITE AID DISCOUNT PHARMACY #2331,4869 N. SUMMIT ST.,TOLEDO,OH,436112854,Lucas
020142900,(419) 729-9934,RITE AID DISCOUNT PHARMACY #2339,5033 SUDER AVENUE,TOLEDO,OH,43611,Lucas
020167900,419-885-3616,RITE AID DISCOUNT PHARMACY #2341,6484 MONROE STREET,SYLVANIA,OH,43560,Lucas
020162000,(419) 729-2907,RITE AID DISCOUNT PHARMACY #2346,810 EAST MANHATTAN BLVD.,TOLEDO,OH,43608,Lucas
020172750,(419) 878-8384,RITE AID DISCOUNT PHARMACY #2353,8239 WATERVILLE SWANTON RD.,WATERVILLE,OH,43566,Lucas
020781900,(419) 255-9524,RITE AID DISCOUNT PHARMACY #2637,1525 CHERRY STREET,TOLEDO,OH,436082911,Lucas
020183600,419-473-2451,"RITE AID OF OHIO, INC. #1217",5765 SECOR ROAD,TOLEDO,OH,43623,Lucas
020088450,419-244-5781,RITE AID PHARMACY #2314,1605 BROADWAY STREET,TOLEDO,OH,43609,Lucas
021279250,(479) 204-2258,SAM'S PHARMACY 10-8139,1300 EAST MALL DRIVE,HOLLAND,OH,43528,Lucas
022629850,419-930-5830,TOLEDO FAMILY PHARMACY,324 MAIN STREET,TOLEDO,OH,43605,Lucas
022160300,(419) 470-0700,"TOLEDO FAMILY PHARMACY, INC.",1601 W. SYLVANIA,TOLEDO,OH,43612,Lucas
021236550,(419) 213-4046,TOLEDO-LUCAS COUNTY HEALTH DEPARTMENT,"635 N. ERIE STREET, ROOM 272",TOLEDO,OH,43604,Lucas
021593750,(479) 204-2258,WAL-MART PHARMACY 10-3445,1355 S. MCCORD ROAD,HOLLAND,OH,43528,Lucas
021416000,(479) 204-2258,WAL-MART PHARMACY 10-5028,2925 GLENDALE AVENUE,TOLEDO,OH,43614,Lucas
021354450,(479) 204-2258,WAL-MART PHARMACY 10-5029,3721 NAVARRE AVENUE,OREGON,OH,43616,Lucas
021400950,(479) 204-2258,WAL-MART PHARMACY 10-5030,5821 CENTRAL AVENUE WEST,TOLEDO,OH,43615,Lucas
021253600,(847) 527-4251,WALGREENS #05323,1910 S. REYNOLDS ROAD,TOLEDO,OH,436141438,Lucas
021228350,(847) 527-4251,WALGREENS #05324,1330  N. REYNOLDS ROAD,TOLEDO,OH,43615,Lucas
021252050,(847) 527-4251,WALGREENS #05906,2562 NAVARRE AVENUE,OREGON,OH,43616,Lucas
021303800,(847) 527-4251,WALGREENS #06168,4580 MONROE STREET,TOLEDO,OH,436134738,Lucas
021533400,8475274251,WALGREENS #09337,5815 SECOR ROAD,TOLEDO,OH,43623,Lucas
022011100,(401) 765-1500,CVS/PHARMACY #6191,214 LAFAYETTE STREET,LONDON,OH,43140,Madison
020702150,(513) 762-1090,KROGER PHARMACY N-388,230 LAFAYETTE STREET,LONDON,OH,43140,Madison
021415600,(479) 204-2258,WAL-MART PHARMACY 10-5203,375 LAFAYETTE STREET,LONDON,OH,43140,Madison
022571250,(401) 765-1500,CVS PHARMACY #16795,417 BOARDMAN POLAND RD,BOARDMAN,OH,44512,Mahoning
022014400,(401) 765-1500,CVS/PHARMACY #2543,601 EAST MAIN STREET,CANFIELD,OH,44406,Mahoning
020110650,(401) 765-1500,CVS/PHARMACY #3302,7230 MARKET STREET,BOARDMAN,OH,44512,Mahoning
020841500,(401) 765-1500,CVS/PHARMACY #3996,2846 MAHONING AVENUE,YOUNGSTOWN,OH,44509,Mahoning
020149000,(401) 765-1500,CVS/PHARMACY #4342,900 YOUNGSTOWN-POLAND ROAD,STRUTHERS,OH,44471,Mahoning
020916700,(401) 765-1500,CVS/PHARMACY #4636,311 PARK AVENUE,YOUNGSTOWN,OH,44504,Mahoning
020628050,(412) 968-1610,GIANT EAGLE PHARMACY #1478,3130 CENTER ROAD,POLAND,OH,44514,Mahoning
020184250,(412) 968-1610,GIANT EAGLE PHARMACY #4018,478 BOARDMAN-CANFIELD ROAD,YOUNGSTOWN,OH,44512,Mahoning
021035200,(412) 968-1610,GIANT EAGLE PHARMACY #4075,1201 DORAL DRIVE,BOARDMAN,OH,44512,Mahoning
020554850,(412) 968-1610,GIANT EAGLE PHARMACY #4078,5220 MAHONING AVENUE,AUSTINTOWN,OH,44515,Mahoning
021425800,(412) 968-1610,GIANT EAGLE PHARMACY #6385,525 EAST MAIN STREET,CANFIELD,OH,44406,Mahoning
021375900,(330) 318-3926,HOMETOWN PHARMACY,655 CREED STREET,STRUTHERS,OH,44471,Mahoning
021244850,(330) 318-3926,"HOMETOWN PHARMACY, THE",3623 S. MERIDIAN ROAD,YOUNGSTOWN,OH,44511,Mahoning
021628150,3306297345,"HOMETOWN PHARMACY, THE",1135 W. WESTERN RESERVE ROAD,POLAND,OH,44514,Mahoning
020166300,330-797-9485,RITE AID #195,3527 CANFIELD ROAD,YOUNGSTOWN,OH,445112816,Mahoning
020097100,(330) 799-7313,RITE AID #3120,2800 MAHONING AVENUE,YOUNGSTOWN,OH,44509,Mahoning
020094100,330-793-4409,RITE AID #911,5498 MAHONING AVENUE,YOUNGSTOWN,OH,44515,Mahoning
020142150,(330) 782-8240,RITE AID DISCOUNT PHARMACY #3117,2701 MARKET STREET,YOUNGSTOWN,OH,44507,Mahoning
020094200,(330) 758-2824,RITE AID DISCOUNT PHARMACY #3123,307 BOARDMAN-CANFIELD ROAD,YOUNGSTOWN,OH,445124702,Mahoning
020097150,(330) 747-2426,RITE AID DISCOUNT PHARMACY #3146,693 MCCARTNEY ROAD,YOUNGSTOWN,OH,44505,Mahoning
